,name,new_mod,new_EBV,new_M_B,new_M_V,new_M_I,new_M_J,new_M_H,new_M_K
55,XXCen,11.082331520324079,0.20837215862317887,-2.584328705541821,-3.5056194479712106,-4.509322580333535,-5.190399595197041,-5.628945635228209,-5.739403783714087
56,TYSct,12.19595055784764,1.008154273167264,1.0536481182050028,-0.6785622555173786,-2.7262024700308416,-4.240249173567204,-4.972721275125863,-5.1903633498703385
57,V340Nor,11.686441265236699,0.41212346765685565,-1.2191018365402462,-2.4643424647050547,-3.7814531945134595,-4.7694404154814585,-5.341752382340472,-5.505800507973433
58,AAGem,12.180634761167015,0.4437081623363401,-1.0416441138732595,-2.256527396820637,-3.5750894836444167,-4.559583410777872,-5.14188032822032,-5.262856984809796
59,RXAur,10.84361415548236,0.3133506268796418,-1.9195655479665321,-2.931981630661118,-4.074733580391045,-4.897125458234558,-5.3791776684897155,-5.475260885028633
60,UUMus,12.233232382609929,0.46502903213976315,-1.1990002389169492,-2.4021086087984935,-3.787381128132576,-4.8076722406569905,-5.368552979550059,-5.5417746535263674
61,RYCas,12.436823112034368,0.8043905211093204,0.552851099935499,-1.0047817288512642,-2.7877819510590403,-4.206027028144901,-4.8968536216782255,-5.112180187435579
62,UNor,11.294666037511602,0.9096112914919434,0.568948120178258,-1.0777315659926245,-3.039345878828063,-4.51404517182806,-5.226907898166666,-5.483443835400843
63,ZSct,11.786442294122077,0.4507589343835903,-1.593945615064791,-2.8876509360630793,-4.372433148422207,-5.3303392175688495,-5.892553058313398,-6.039294122513056
64,BNPup,11.928919204911468,0.39042154669956,-1.8881493143616197,-3.04953760907189,-4.347151194641005,-5.247043778926312,-5.787873136064506,-5.937750795006559
65,TTAql,9.512871345899628,0.31423798645791023,-2.427851653800272,-3.6049326496405776,-4.9120286185741255,-5.694769246591985,-6.219472441876739,-6.3482886410448005
66,LSPup,12.872278177056911,0.45956606081233764,-1.557576903941666,-2.79213980063306,-4.163058044191209,-5.140573771141146,-5.715701130924193,-5.880213710262472
67,TXCyg,11.077969519686203,1.3671449818194548,2.8484620418864557,0.7370087715906368,-1.8242547185898852,-3.8323038586333666,-4.742327448965096,-5.054818103024259
68,UZSct,12.815944074870767,1.2506896063358977,2.4441728564183167,0.33618335359418183,-2.0189065983640786,-3.9043668657590023,-4.775076010318611,-5.033273910883438
69,RWCas,12.130423688538693,0.4479093295049889,-1.4210789426042334,-2.718076554237578,-4.166060630883615,-5.1723743253227665,-5.76372185723019,-5.907321379556859
70,VWCen,12.725686718721777,0.6605971745421634,-0.04204259408152067,-1.6019278449505898,-3.360505323468895,-4.70268512758059,-5.422134362569191,-5.661511412743005
71,SZCyg,11.279416265073639,0.6059473744488421,-0.8215434395682542,-2.3345362456038794,-4.0557852132360255,-5.2114552993884695,-5.897984981549612,-6.090983542756738
72,SVMon,11.373701472036833,0.32489292167006,-1.9191062525743072,-3.0641173350425386,-4.302202316744302,-5.1829749040344995,-5.734562743240866,-5.852764959734512
73,XCyg,9.959499113710727,0.15481964943389975,-3.056147131061067,-4.138871646039232,-5.200213613366458,-5.877519893150651,-6.358282542062186,-6.469627445057819
74,CDCyg,11.571463238585702,0.4006053893784023,-2.2654125545088677,-3.4418978308934616,-4.82491147070882,-5.715606139539568,-6.255479899793406,-6.406976955070325
75,YOph,9.519633753826371,0.4412638807528233,-2.4591649951969505,-3.6181614189947515,-4.999666574248747,-5.876675832055539,-6.370913261221848,-6.516712545981409
76,SZAql,10.916058008028884,0.46668977175875853,-1.8478677767860494,-3.179470045248093,-4.710244526658164,-5.704542322896893,-6.28840958676556,-6.461930040457969
77,CPCep,12.631832906000954,0.8720967601933006,0.7351564154049596,-1.134230370576593,-3.220706564462943,-4.764416965657041,-5.575403847089145,-5.809081204285455
78,VYCar,10.876359923379693,0.21886824298677796,-2.772237326829741,-3.9280754985324013,-5.08178699307254,-5.8751768713242845,-6.384883442482334,-6.519251076822866
79,VXCyg,12.43020280080577,0.858616189218423,0.18569098063414313,-1.6270625096302647,-3.661789503771063,-5.114589835782523,-5.885456408103003,-6.084607106155885
80,RYSco,10.476692647650534,0.6667603705720829,-1.23150289164888,-2.6241966507027055,-4.322319081506254,-5.526019816541768,-6.1416488722029765,-6.353387624013743
81,RZVel,10.893705173405875,0.3208005587749566,-2.389691769061402,-3.536519368562766,-4.785856204061265,-5.695086918391688,-6.221544542729273,-6.377710062629546
82,WZSgr,10.887760656251569,0.5467862205502583,-1.1507596212372615,-2.6566911638742354,-4.33123040488615,-5.538328364477388,-6.217407078131272,-6.436793386658667
83,WZCar,12.223841530446382,0.39518201103748146,-2.2187514871434866,-3.4029636347953165,-4.735315769890534,-5.71297718491627,-6.274288631333539,-6.4449310608639045
84,VZPup,12.68163567071646,0.33306734534685367,-2.9645693123503185,-4.001478145246122,-5.176091895230495,-5.983637673279121,-6.482921158606328,-6.618502925185489
85,SWVel,11.68250303919865,0.3382968959054734,-2.5456345835538206,-3.6929240654239717,-4.969703023143645,-5.876881978856444,-6.4158372449454335,-6.5736951413194635
86,XPup,11.378070902897958,0.33758423999070125,-2.9090280082253033,-4.020503807727993,-5.314886109034619,-6.156745311108328,-6.706838258672195,-6.859133418572732
87,RYVel,12.215188031554531,0.4957513367814523,-2.1595739002311727,-3.48326121375044,-4.957904526329645,-6.041637400755737,-6.600980277531991,-6.786117740235845
88,KQSco,11.544080204997343,1.0879167206449265,1.249222115067535,-0.9069791973142292,-3.3361627923260095,-5.192606710753873,-6.0780949226067,-6.3929351850830525
89,AQPup,12.435260552745408,0.4013696638937515,-2.8077584939117783,-4.066976538368591,-5.484303872004304,-6.403261620547378,-6.980446146143206,-7.141089755034567
90,KNCen,13.489496275157089,0.9701919933191641,0.29671880617428903,-1.4947061367361898,-3.581591870997182,-5.243489554738186,-6.0687352601029065,-6.370620248685002
91,UCar,11.362760074756943,0.20337040867093356,-3.6660707645476216,-4.783363654749828,-5.942863051392616,-6.746000320114866,-7.247621322735656,-7.383679900776096
92,RSPup,10.99487314490565,0.3769674962893862,-3.011514677856371,-4.363378131890933,-5.783044176992703,-6.750356601105352,-7.3346625475499865,-7.498635238356899
93,SVVul,11.8554976151152,0.2463033455107631,-3.9881748692555092,-5.259197809115435,-6.529091333067344,-7.310934071763269,-7.811600350229243,-7.928404938201228
94,SVul,12.942775885631404,0.6007627824698906,-2.760801424166556,-4.4633220982536566,-6.2475159829057345,-7.462427379717102,-8.099655750116032,-8.294359884933451
