,name,logP,new_mod,new_EBV,new_M_B,new_M0_B,new_M_V,new_M0_V,new_M_I,new_M0_I,new_M_J,new_M0_J,new_M_H,new_M0_H,new_M_K,new_M0_K
68,UZSct,1.168739,12.353,0.8343392853290099,1.5565861819873614,0.7512879308416045,-0.5063158916127017,-1.084587123201531,-2.8043920621005234,-3.1559809709065325,-4.643892240350909,-4.871524182224075,-5.498457176381899,-5.729319379360306,-5.7476375911019115,-5.96580877110216
69,RWCas,1.170032,12.366,0.3544911398687488,-1.7960643601266373,-1.923712069158397,-3.050606381776058,-3.111587123201531,-4.444904680119843,-4.481980970906532,-5.407941063478609,-5.484524182224075,-5.984086755101467,-6.121319379360307,-6.119195159431351,-6.27580877110216
70,VWCen,1.177138,11.834999999999999,0.22989867435705422,0.6357704391929975,-0.2687120691583955,-0.9116027181732851,-1.5655871232015313,-2.654358452649357,-3.0519809709065315,-3.9837839937065986,-4.233524182224074,-4.698753091989364,-4.943319379360306,-4.93562772346262,-5.162808771102159
71,SZCyg,1.179252,11.142000000000001,0.5831292410522361,-0.2833224576643274,-0.25171206915839706,-1.7491774485987233,-1.6885871232015317,-3.4108198887480246,-3.373980970906533,-4.518439814990828,-4.5595241822240755,-5.188091118196369,-5.303319379360307,-5.371662116383248,-5.51380877110216
72,SVMon,1.182801,10.924000000000001,0.1660894428960969,-1.326650059726255,-1.6337120691583968,-2.4486489005543937,-2.646587123201532,-3.6576345315370715,-3.777980970906533,-4.514949478961883,-4.631524182224076,-5.058297451000346,-5.2203193793603075,-5.171897219165973,-5.34480877110216
73,XCyg,1.214482,10.157,0.20600409079356644,-2.530928709374817,-2.6437120691583957,-3.7089532132632193,-3.758587123201531,-4.890803553664037,-4.920980970906532,-5.66525433827286,-5.738524182224075,-6.180140531600642,-6.315319379360306,-6.310545432378323,-6.46580877110216
74,CDCyg,1.232334,11.983,0.6131227877750004,-2.2742755519123588,-1.785712069158396,-3.422996604513251,-3.013587123201531,-4.770901935544056,-4.521980970906531,-5.633295008517869,-5.5725241822240745,-6.163227385416898,-6.215319379360307,-6.309171595937077,-6.40980877110216
75,YOph,1.233609,9.658000000000001,0.8464257781566019,-2.9708302951140304,-2.1467120691583976,-4.136145263445824,-3.4705871232015317,-5.525640320175062,-5.120980970906532,-6.409090416926182,-6.273524182224077,-6.905590292683696,-6.911319379360308,-7.052653286350054,-7.122808771102161
76,SZAql,1.234029,11.508000000000001,0.6245982675022217,-1.858348449282151,-1.494712069158397,-3.1666324040321756,-2.852587123201531,-4.6679205016515635,-4.476980970906532,-5.638448661977395,-5.605524182224075,-6.213966465129824,-6.283319379360306,-6.382823256079829,-6.49480877110216
77,CPCep,1.251989,12.064,0.5192506073928969,0.7080086049384372,0.13928793084160496,-1.0679094618790559,-1.4655871232015305,-3.036192952822466,-3.2779809709065315,-4.4846255628686835,-4.659524182224074,-5.262144612600109,-5.460319379360306,-5.477128225963607,-5.673808771102159
78,VYCar,1.276818,10.975000000000001,0.16295028041681353,-1.9985169215276641,-2.3527120691583976,-3.256669405746308,-3.4905871232015317,-4.539758998693755,-4.681980970906532,-5.437443466477922,-5.564524182224075,-5.983785162440082,-6.152319379360307,-6.138615659283811,-6.31580877110216
79,VXCyg,1.303917,12.203,0.7529936104323754,-0.43397296382251016,-0.4537120691583963,-2.1409793616965733,-2.1195871232015318,-4.041987451911517,-4.028980970906533,-5.386993973615399,-5.439524182224075,-6.11999626446708,-6.242319379360307,-6.297997544041892,-6.44480877110216
80,RYSco,1.307927,10.517999999999999,0.8082998434760666,-1.4380857277002803,-1.075712069158396,-2.7916684944276935,-2.4785871232015295,-4.440334444612038,-4.249980970906531,-5.604167200372887,-5.571524182224074,-6.205791997491412,-6.2753193793603055,-6.4097085508368945,-6.521808771102159
81,RZVel,1.309564,10.565000000000001,0.23571256756544212,-2.0769805871396563,-2.3687120691583976,-3.267351593236379,-3.453587123201532,-4.571749768687718,-4.684980970906532,-5.525366665225023,-5.638524182224075,-6.067415638375785,-6.227319379360307,-6.232289839595129,-6.4038087711021605
82,WZSgr,1.339443,10.73,0.33463278746885533,-0.881316213616969,-1.325712069158398,-2.375813903524404,-2.678587123201533,-4.035894853342837,-4.219980970906533,-5.231337659829126,-5.3785241822240755,-5.906322316537919,-6.087319379360308,-6.123421854519405,-6.308808771102161
83,WZCar,1.361977,12.299999999999999,0.32518555586661047,-1.6749140425383893,-1.8927120691583967,-2.8827893454491518,-3.012587123201531,-4.245063922033084,-4.323980970906532,-5.246846488871152,-5.343524182224074,-5.8166308715262955,-5.966319379360306,-5.992005932108449,-6.15680877110216
84,VZPup,1.364945,13.349,0.5203764350327666,-2.8326273095541468,-2.575712069158398,-3.9261658851558368,-3.6935871232015316,-5.172388858174749,-5.0309809709065325,-6.037660438465505,-6.028524182224075,-6.557221025213207,-6.641319379360307,-6.704128740333545,-6.82580877110216
85,SWVel,1.370016,11.896,0.3194206705152348,-2.5109974831511135,-2.6347120691583967,-3.6886087657642093,-3.746587123201532,-5.003730129584639,-5.0389809709065325,-5.94181775960315,-6.017524182224076,-6.491630186603323,-6.628319379360308,-6.655552443125941,-6.811808771102161
86,XPup,1.414321,12.092,0.5159218258430472,-2.7916427216896857,-2.4097120691583966,-3.891597497473043,-3.5635871232015317,-5.17141127846361,-4.971980970906532,-6.001526469262129,-5.964524182224076,-6.547494147042622,-6.614319379360308,-6.697485102199293,-6.80780877110216
87,RYVel,1.449158,12.192,0.5470680914558975,-2.4567507153773387,-2.467712069158396,-3.8276799354025477,-3.79958712320153,-5.362061400724749,-5.344980970906532,-6.4939505411375436,-6.544524182224074,-7.07020906830786,-7.191319379360306,-7.264794912312903,-7.410808771102159
88,KQSco,1.457818,11.504000000000001,0.699279206631021,0.9611395929821598,0.2232879308416027,-1.1458018374181982,-1.6725871232015315,-3.5126955171502643,-3.832980970906532,-5.318926136526114,-5.531524182224075,-6.186776132572694,-6.408319379360307,-6.491764418652766,-6.70380877110216
89,AQPup,1.478624,13.004000000000001,0.6287948486266682,-3.391806242994022,-2.9427120691583974,-4.656867361064139,-4.277587123201531,-6.0815833555269965,-5.850980970906533,-7.006497269430729,-6.954524182224075,-7.5857739923526095,-7.643319379360308,-7.747586215966632,-7.85180877110216
90,KNCen,1.531857,13.074,0.6142710966398615,-0.8582069912122459,-1.6257120691583968,-2.647165642146753,-3.1965871232015317,-4.730932710425225,-5.064980970906531,-6.390316367506851,-6.6095241822240745,-7.214678981228562,-7.440319379360306,-7.5160707114154635,-7.73080877110216
91,UCar,1.58897,11.132000000000001,0.2617419805281833,-3.6576769422089024,-3.6827120691583968,-4.835936597106032,-4.818587123201532,-6.0725294510404675,-6.061980970906532,-6.937813486354962,-6.991524182224076,-7.461264524076192,-7.584319379360307,-7.609516455055618,-7.75680877110216
92,RSPup,1.61742,11.467,0.47931715243206235,-3.119430567085786,-3.044712069158397,-4.529084402355562,-4.435587123201532,-6.021827316632182,-5.964980970906533,-7.048048645487824,-7.079524182224075,-7.653047276826357,-7.762319379360307,-7.828578043880312,-7.96680877110216
93,SVVul,1.652569,12.177999999999999,0.6099147616317325,-4.103871730892349,-3.4977120691583963,-5.4427646800704945,-4.94358712320153,-6.798480925482861,-6.494980970906531,-7.649507286580584,-7.562524182224074,-8.174475407092759,-8.210319379360307,-8.304853996928388,-8.39480877110216
94,SVul,1.837426,13.679,0.9140583511735357,-3.3666220013205823,-2.8487120691583976,-5.12839847429052,-4.696587123201531,-6.987522272368636,-6.7249809709065325,-8.262836354492833,-8.195524182224075,-8.921282123846586,-8.969319379360309,-9.127837418440572,-9.22580877110216
