,name,logP,new_mod,new_EBV,new_M_B,new_M0_B,new_M_V,new_M0_V,new_M_I,new_M0_I,new_M_J,new_M0_J,new_M_H,new_M0_H,new_M_K,new_M0_K
42,V1344Aql,0.873787,11.119000000000002,0.5122909512818238,-1.8453669021587813,-1.9162132090398332,-3.2441197726402913,-3.2758111333833018,-4.741800821765297,-4.7610691690970475,-5.808206973610965,-5.825733589250941,-6.3702926788478935,-6.3863980661861675,-6.516043252944195,-6.527497599269905
43,RSOri,0.878917,11.447999999999999,0.377750564125183,-2.1809583619828867,-2.000213209039833,-3.117174322124341,-2.956811133383301,-4.2455699878515984,-4.148069169097046,-4.983286902060307,-4.94473358925094,-5.445054552304505,-5.426398066186167,-5.5408977443327965,-5.529497599269904
44,BKAur,0.903222,11.067,0.41652212621531887,-0.5071275726548804,-0.47121320903983444,-1.58261646767548,-1.532811133383301,-2.801350812346692,-2.771069169097047,-3.6720040085612413,-3.6657335892509417,-4.177043580649263,-4.178398066186168,-4.291741359653383,-4.293497599269905
45,GHLup,0.967448,10.141,0.316465369117435,-1.1677988163466035,-1.2252132090398336,-2.4053731422493154,-2.4268111333833016,-3.7170348704875837,-3.730069169097047,-4.6202009575368,-4.63473358925094,-5.163148538747126,-5.177398066186167,-5.316263403927668,-5.326497599269905
46,FNAql,0.976878,10.088,0.5242832078361673,-0.6569877373171744,-0.4232132090398325,-1.8226547613108206,-1.6218111333833014,-3.2161820948769786,-3.0940691690970463,-4.07410719030276,-4.0237335892509405,-4.615381511797258,-4.589398066186167,-4.746714916595987,-4.7304975992699045
47,YZSgr,0.980171,10.083,0.2829519215924475,-1.7192591658341227,-1.6392132090398326,-2.738304706743605,-2.654811133383301,-3.8728332617001113,-3.822069169097046,-4.612840974369132,-4.59673358925094,-5.081141151920592,-5.076398066186167,-5.1807502601024895,-5.178497599269905
48,SNor,0.989194,9.632,0.15765187625107474,-2.1666696839811723,-2.1852132090398326,-3.134045560290971,-3.1258111333833005,-4.16307570065691,-4.158069169097047,-4.882865303604963,-4.88873358925094,-5.344519246412665,-5.353398066186166,-5.461794421674625,-5.468497599269904
49,DDCas,0.991759,11.918000000000001,0.4626420233400571,-0.8954921933587838,-0.7702132090398331,-2.079833735388386,-1.9618111333833026,-3.435826911116139,-3.364069169097048,-4.3029234507334095,-4.2767335892509415,-4.857390906105299,-4.846398066186168,-4.974859214511218,-4.968497599269905
50,BZCyg,1.006127,11.72,0.8610308228291117,0.218420779363179,0.1887867909601663,-1.4215795577380312,-1.4218111333833017,-3.3489283711047233,-3.3490691690970475,-4.8113932308595055,-4.819733589250941,-5.550986899950584,-5.561398066186167,-5.786786967370826,-5.794497599269905
51,SYAur,1.006262,11.876,0.4523510578584883,-1.8721114311166214,-1.7142132090398328,-2.8717339168829166,-2.7288111333833007,-4.072966221464814,-3.986069169097047,-4.887194303729812,-4.853733589250941,-5.3638978389558085,-5.348398066186167,-5.478822336109067,-5.469497599269904
