,name,logP,new_mod,new_EBV,new_M_B,new_M0_B,new_M_V,new_M0_V,new_M_I,new_M0_I,new_M_J,new_M0_J,new_M_H,new_M0_H,new_M_K,new_M0_K
79,VXCyg,1.303917,11.263,0.807893119593742,-1.7262692569370002,-0.7708835401739619,-3.378304776287787,-2.6340034200257736,-5.2098013039829745,-4.756504764720674,-6.498772994676034,-6.279216816129284,-7.212092164508089,-7.0797467066128155,-7.379099268378246,-7.289622606573235
80,RYSco,1.307927,9.258,0.6527433728306676,-1.5198796334584035,-1.0728835401739616,-3.029221094243055,-2.6730034200257715,-4.874846425299777,-4.657504764720673,-6.197452559518972,-6.0912168161292835,-6.854849018057992,-6.792746706612815,-7.089917310214923,-7.0466226065732345
81,RZVel,1.309564,9.605,0.3731258605010726,-3.6984174535381897,-2.6658835401739633,-4.751196529418465,-3.9480034200257736,-5.881607489886427,-5.392504764720674,-6.694969386590192,-6.458216816129284,-7.187751571824743,-7.044746706612816,-7.325107387000798,-7.228622606573236
82,WZSgr,1.339443,11.670000000000002,0.41298249403015264,-1.2328373269897863,-0.6028835401739635,-2.6488834557173946,-2.1530034200257746,-4.209761141076176,-3.907504764720675,-5.32523396906948,-5.178216816129285,-5.972127905484849,-5.884746706612817,-6.173537131230371,-6.113622606573236
83,WZCar,1.361977,11.74,0.5213089050308662,-3.8247707698571043,-2.4698835401739623,-4.8362677632496975,-3.7870034200257723,-5.950218800055817,-5.311504764720674,-6.75182218686891,-6.443216816129283,-7.251290465148195,-7.0637467066128155,-7.387389863826714,-7.261622606573235
84,VZPup,1.364945,12.249,0.3980426595517338,-3.2149964053612523,-2.7328835401739635,-4.4310277903521005,-4.048003420025774,-5.832144896534078,-5.5985047647206745,-6.822280114782814,-6.708216816129284,-7.38570103005373,-7.318746706612816,-7.557107307051901,-7.510622606573236
85,SWVel,1.370016,10.976,0.42524714470514346,-4.038781043390874,-2.9718835401739625,-5.110428277397614,-4.281003420025774,-6.29155639265775,-5.786504764720674,-7.121629057000104,-6.877216816129285,-7.6334995182089695,-7.485746706612817,-7.776228965010317,-7.676622606573236
86,XPup,1.414321,11.192,0.5380370634659076,-3.9852189266432956,-2.7668835401739624,-5.063029714994882,-4.118003420025774,-6.3148420667168885,-5.739504764720674,-7.1223846767785055,-6.8442168161292845,-7.660423378414074,-7.491746706612816,-7.805985536084391,-7.692622606573235
87,RYVel,1.449158,10.812,0.3965282100092219,-2.43977131501202,-2.344883540173962,-3.9614361183297855,-3.874003420025772,-5.68642515994451,-5.632504764720673,-6.971967346552297,-6.944216816129283,-7.602198937417691,-7.588746706612815,-7.826931898081244,-7.815622606573235
88,KQSco,1.457818,12.624,0.8357250041377171,0.10379648999207666,0.6861164598260372,-1.8665217633648266,-1.4070034200257733,-4.060653232125815,-3.7805047647206744,-5.72761635490253,-5.591216816129284,-6.546546439169035,-6.4657467066128165,-6.824210089840415,-6.768622606573236
89,AQPup,1.478624,11.544,0.46630890249503504,-3.2442794591272426,-2.739883540173963,-4.672037755058963,-4.272003420025774,-6.30248695507585,-6.0585047647206745,-7.393247024477217,-7.274216816129284,-8.030779833665672,-7.960746706612816,-8.225131492852018,-8.176622606573236
