,BVVI_h,VVVI_h,RVVI_h,IVVI_h,JVVI_h,HVVI_h,KVVI_h
16,0.029825229040954554,0.019477195274224497,0.02204234746103014,0.019477195274224285,0.07203305253865655,0.07633955049020072,0.10648190563535236
17,0.028901974219394024,0.028042892044948947,0.027232763765803778,0.02804289204494909,0.06502221984727705,0.09489248091175184,0.18071651836694141
18,0.05624116211018415,0.04533040296567505,0.03879892949684299,0.045330402965675205,0.09827655497400871,0.15957731350682958,0.30017682971954956
19,-0.10163315622213592,-0.0830707585779284,-0.07227616994278063,-0.08307075857792823,-0.09088281342292699,-0.0594516034857631,-0.030138239537795524
20,-0.011098415302113052,-0.015428501997304491,-0.016735821191828253,-0.015428501997304358,-0.037064539079084864,-0.0004864133186410837,0.004177947168041093
21,0.0027494043592179453,0.0034790697650740783,0.020248470134759174,0.003479069765073974,0.04522563171919734,0.05833032734775695,0.10797980093351794
22,-0.04270142622542963,-0.037475487148249234,-0.03837767394058759,-0.03747548714824914,-0.07898807134284717,-0.1353046714212185,-0.15056718289885992
23,-0.013127871410690288,0.0005178881706555705,-0.009812829628326624,0.0005178881706557061,0.10340164511713401,0.28886016770221823,0.5373917457242327
24,-0.020031913073238438,-0.0248385296739781,-0.019022857022281084,-0.024838529673978177,-0.016589675635664165,-0.004317364824200949,0.008920335813823208
25,0.09094861027004947,0.07170691142747938,0.06659583722090512,0.07170691142747933,0.10749794598646231,0.12640568849547962,0.13146778054632932
26,-0.07514835921623993,-0.06913460771722318,-0.05302370717785051,-0.06913460771722345,-0.06102005250741466,-0.0666408149259172,-0.12825363964770253
27,0.012746145894966789,0.0076428560338838965,0.015525634454735714,0.007642856033884082,-0.0018729918331661162,-0.021744060646302094,-0.06861049507378399
28,0.0008516832518061261,-0.006479139949326196,0.00659096290056602,-0.006479139949325993,0.05103124748486683,0.04487936033932804,0.0697665460552523
29,0.020655574971804272,0.005733131896201188,0.00012949544731890266,0.005733131896201294,-0.04804829045886806,-0.05996239013211234,-0.11449128343546121
30,-0.020182949856520443,-0.02079886391008903,-0.02426406241505283,-0.020798863910089026,-0.013506889144654062,-0.02557184289443161,-0.035807956678113644
31,-0.010992821604085773,-0.008586735346227442,-0.0028937017369711996,-0.008586735346227264,0.03178676166175801,0.041342974928618104,0.07911083223605818
32,0.035747822872087755,0.0158734648332762,0.009999130621366084,0.01587346483327607,-0.03370109876205641,-0.12249446564242723,-0.22460985243589332
33,0.017119429034947436,0.018209067802616226,0.015552647464094094,0.01820906780261603,-0.0007905213253782397,-0.025393951138512217,-0.06979421313986939
34,0.007236702711687667,0.009523662665930672,-0.006783722671029375,0.009523662665930474,0.0002196429182751486,0.0012047205557326383,0.02717942363171623
35,0.06699692217153166,0.08191326566861104,0.06591477781547336,0.0819132656686111,-0.04184245948446636,-0.40816584894930724,-0.7092931213069487
36,-0.0062012594653292116,-0.0032816970584837054,0.002008771881489537,-0.0032816970584838624,0.010326703095976001,0.02857097339899291,0.026562853990699756
37,0.040313171992300605,0.029288105813216128,0.02921505853312034,0.02928810581321612,0.06918241737761238,0.10405918825526704,0.16930436902626392
38,-0.012314619007556319,-0.009187847026794342,-0.005760578314940479,-0.009187847026794198,0.005230259311041495,-0.003886189012373508,0.010596078309290075
39,0.12893637458213963,0.12329601745143519,0.11582194094391395,0.12329601745143542,0.12571672528625916,0.05347017053096099,-0.01688524877684762
40,0.02806899661032452,0.017511074157303977,0.020217279523466504,0.017511074157303907,0.013854049154109437,0.031430967531043234,0.00680219565080967
41,-0.017126132785707404,-0.01652326320111201,-0.02203051557401246,-0.01652326320111213,-0.06747738519825645,-0.07984112553100689,-0.09838783390517244
42,-0.03643401287099796,-0.019466835555487283,-0.03818312908064881,-0.019466835555487342,0.03638929431003783,0.19810593001731147,0.40793051927222657
43,0.024653712809323578,0.02180753474812444,0.017983003238479418,0.021807534748124614,0.012217139652914615,0.0628094907612727,0.07618900064511051
44,0.04594100263896402,0.03684686722548584,0.04041596310703358,0.036846867225485566,0.06527571781214458,0.07396818886597734,0.08972202259581911
45,-0.03517914049911118,-0.019932399352790196,-0.04741688589031349,-0.01993239935279018,0.0008644859935768323,0.07385380637808713,0.2066115193421476
46,-0.031227744527214135,-0.011783741087379196,-0.02695055724612102,-0.01178374108737926,-0.0085246826668838,0.05517337822683038,0.10516020869059484
47,-0.0020261564061654774,0.0003741931910423259,0.0106552446998109,0.00037419319104210893,0.0043723427473007954,-0.0032419912904573245,-0.012791297028521486
48,0.07687649102123587,0.06663973693254652,0.06376662018175866,0.06663973693254684,0.007598154953293803,-0.08387434834514468,-0.18947186295794868
49,-0.026182524154547436,-0.018298307808141828,-0.013525905133927549,-0.018298307808142077,-0.042189673951475624,-0.09976657119406071,-0.13557813937614377
50,-0.024587717615998803,-0.015292477203383305,-0.00679863680088843,-0.015292477203383425,-0.004157195625678493,-0.001804440870215896,-0.004301136302648923
51,0.021389839513625972,0.0033225211828750018,0.017023081110981303,0.0033225211828747906,-0.02386791838193099,-0.07993564640381699,-0.1554775943609905
52,-0.04368618793400917,-0.03415719906245338,-0.030783730771582633,-0.03415719906245314,-0.04592649777462015,0.016161693436019878,0.032917238927613876
53,-0.042254514710437695,-0.024539757172926533,-0.023301466866332714,-0.024539757172926387,0.03473310495452864,0.09474448585045564,0.1672426454080404
54,-0.0871167377032904,-0.07075297982414705,-0.07984536627642794,-0.07075297982414688,-0.20410035686433206,-0.3417742612628412,-0.5622108540209934
55,0.07497467218126348,0.0462654392250007,0.04802121920240254,0.04626543922500054,0.06723032870261196,0.026068906836978028,0.02860550176276942
56,-0.029290290425032024,-0.03189951154164385,-0.019398398451053785,-0.03189951154164389,-0.026699085444767047,-0.016034116887747453,-0.020692618495057692
57,-0.008345045860088234,-0.007705348825376635,0.0010515218389810191,-0.007705348825376876,0.014082391340032379,0.06680650606935376,0.08457830797611327
58,-0.032460634815662116,-0.04086519180484211,-0.03531741960251953,-0.04086519180484208,-0.015497078288770212,0.07991032506127947,0.18600084564456382
