,name,logP,r_BBBV_g,r_VBBV_g,r_IBBV_g,r_JBBV_g,r_HBBV_g,r_KBBV_g,r_BBBV_i,r_VBBV_i,r_IBBV_i,r_JBBV_i,r_HBBV_i,r_KBBV_i,r_BVVI_g,r_VVVI_g,r_IVVI_g,r_JVVI_g,r_HVVI_g,r_KVVI_g,r_BVVI_i,r_VVVI_i,r_IVVI_i,r_JVVI_i,r_HVVI_i,r_KVVI_i,r_BVVK_g,r_VVVK_g,r_IVVK_g,r_JVVK_g,r_HVVK_g,r_KVVK_g,r_BVVK_i,r_VVVK_i,r_IVVK_i,r_JVVK_i,r_HVVK_i,r_KVVK_i,r_BJJK_g,r_VJJK_g,r_IJJK_g,r_JJJK_g,r_HJJK_g,r_KJJK_g,r_BJJK_i,r_VJJK_i,r_IJJK_i,r_JJJK_i,r_HJJK_i,r_KJJK_i
10,YLac,0.635863,-1.1355843000595214,-0.8668582443202456,-0.5124213789661917,-0.2353011524093037,-0.13568383631407005,-0.10267862048085113,-1.4258240648745402,-1.0884153166981223,-0.6843167169317393,-0.375364268349914,-0.2662945670426451,-0.22911685504795118,-1.1064161149602714,-0.842582396646417,-0.5122900971610218,-0.24709315788163422,-0.15101622321895292,-0.12137215601829332,-1.4074433943158444,-1.076053012267482,-0.6542402314586293,-0.33595262998496783,-0.22402271813015814,-0.1839603299909593,-1.1282977394959777,-0.850352908622308,-0.500578355987297,-0.23051048559701787,-0.1320877396247562,-0.10119199612605466,-1.349084357988638,-1.0195986938210897,-0.6012448263691895,-0.2753110624437966,-0.1624676055884849,-0.1213322445647102,-1.1349978577289221,-0.8516977652874523,-0.49580419969966494,-0.2212624797426621,-0.12179564049693922,-0.09017203797731721,-1.3312414138507065,-1.0028848684959208,-0.5856311331069093,-0.2601992079382704,-0.14736576048161754,-0.1060400881666238
11,TVul,0.646934,-1.7603872796705833,-1.3438070837180027,-0.7856210680080675,-0.369903551588208,-0.20453023223031963,-0.14232239564060542,-1.7231989920345534,-1.3154190778889718,-0.7611390875455549,-0.34642858153938816,-0.18125924324055154,-0.11925353730402866,-1.7447354563171378,-1.3580114676575663,-0.8256709723358,-0.42358885421787884,-0.2621556870791537,-0.20243224623251788,-1.7655181958090518,-1.372418255781564,-0.8344302995151912,-0.43058388342619064,-0.2687098354696383,-0.2084161522660362,-1.7601805249920919,-1.3555973389551803,-0.802385217491166,-0.3882839956590057,-0.2235692874536493,-0.16131608333566622,-1.7425237719275377,-1.3430325276866892,-0.7952534890142806,-0.3850598816460141,-0.22127061604161097,-0.15982087079471638,-1.7596544208567433,-1.3536935613776204,-0.79909233079971,-0.3839823870683166,-0.21901560791094796,-0.15648597281208812,-1.739634684578816,-1.3397411644552557,-0.7913382894605391,-0.3805965362170053,-0.21665800684874023,-0.15510612263638235
12,XYCas,0.653376,0.09070141220309161,0.06923771923900099,0.14583128333234327,0.1310154968353689,0.13674192292563847,0.14399633963636413,0.5290447805085328,0.40385097748742954,0.4097262407885618,0.3521913576304863,0.3453983506953893,0.34693094095264043,0.13492421561668905,0.011795222042080304,0.00717149500158467,-0.05077023962156996,-0.05747330774828244,-0.05767106382801172,0.3596087566972394,0.19600614067053845,0.11917173352768734,0.010553820756999732,-0.011780786396186516,-0.020620938242131515,0.10666723082479351,0.011453336379296327,0.04072515029482326,-0.0003969175292751065,-0.0020757678599062513,0.0013629470291370302,0.3316494543417311,0.19085685605682112,0.14987875797465777,0.04782148892307447,0.029817817040140415,0.022711965870760797,0.10635158744197322,0.01046964142100723,0.039072836999032134,-0.0025345471309223093,-0.004335185219393819,-0.0010329147554092519,0.3136073618889268,0.17643928355839178,0.1399766428882106,0.041097603739000954,0.02374431221414286,0.016748680975825048
13,TVel,0.666501,-0.44813066963102494,-0.3420844806343701,-0.17729168932869419,-0.05104952574969077,-0.012550929392909256,-0.012942674972629853,-0.5144258547377522,-0.392691492166223,-0.22052197468149615,-0.09196771396647752,-0.05293599484041518,-0.05291145124720771,-0.40760685650470946,-0.32034394745101613,-0.1947691200502172,-0.0882778117553159,-0.0555960310640099,-0.06095713385335466,-0.5318362447558177,-0.41112412928895314,-0.24996347060768354,-0.12774750737839666,-0.0906499256541757,-0.0921964211060587,-0.4350351116364081,-0.33118631403586435,-0.18218429776443665,-0.07078468505990179,-0.03538931522712291,-0.03941117137026767,-0.5160761523447414,-0.38715618145185166,-0.21330736019948138,-0.08495414263150687,-0.04571041727739535,-0.046071585592770845,-0.4444348723023951,-0.3328800973700923,-0.17509295603994102,-0.057270936456934506,-0.020374937524480927,-0.023339867939641365,-0.5067833030175547,-0.37568756319036306,-0.19862346476583828,-0.067558512121591,-0.027607268939806986,-0.027532407337224105
14,VZCyg,0.687034,-0.634966686259317,-0.4847073940910817,-0.25941122258874555,-0.04129411162428625,0.04707491997221485,0.0623929574890899,-0.9210103027285648,-0.7030612997927974,-0.428173751672406,-0.17787503293122234,-0.07992481695559164,-0.060406972006987414,-0.5913867432510028,-0.463962402412126,-0.28208914066657226,-0.0859127557136264,-0.003996663028925804,0.005911371087064285,-0.9262798415359894,-0.722004044694314,-0.43897845917414335,-0.1856205399910444,-0.08671500269436927,-0.06536410663498463,-0.600315760835085,-0.4883745053418466,-0.3176983562451644,-0.1426097483719606,-0.06410830961847841,-0.058116566135679254,-0.9185118834116175,-0.7231568756338849,-0.45412809323664505,-0.20379913198324354,-0.10665946170250384,-0.0860556682004324,-0.6152795763428177,-0.4993649180334801,-0.32332679252780605,-0.14428714203264884,-0.06493761228753164,-0.05880195171878458,-0.9102086384821534,-0.7158951555933479,-0.4480856965365654,-0.19854543114018522,-0.10154350637049359,-0.0809140626906921
15,CFCas,0.687994,0.7793004524318973,0.5948858415510665,0.4034039526563158,0.28011252089402194,0.21015516246488855,0.17230531426489012,0.6937764852006012,0.5296003703821383,0.3484257018669315,0.22910567924223027,0.16016025389866892,0.1229544597472223,0.830908389921869,0.6195431073247031,0.3766822092534198,0.22743240917370777,0.14984019788898917,0.10558602245472115,0.6675865808946285,0.499726353420448,0.3038336228796322,0.17577855506762524,0.10417112440101627,0.06497284493199466,0.8107459717865902,0.5967549778801278,0.3577583198310874,0.19601915483610613,0.11737185915481638,0.07101384236773575,0.6517174745465764,0.48737746447161673,0.29711421028097273,0.1683817371299433,0.09717969941485718,0.05799791827212222,0.7945908165818473,0.589264955598269,0.3606063041784632,0.206441981715067,0.12952313166706003,0.08413217747977067,0.6581053122635253,0.4963976853431151,0.30990270977450307,0.18425711276504234,0.11383456705918843,0.07509108362684964
16,VLac,0.697493,-0.8637562561675662,-0.6593559207386002,-0.4214917941695991,-0.27304907432932907,-0.21562219488037734,-0.16746023416732364,-0.8294342980567079,-0.6331559527150443,-0.3952227949884606,-0.2431166008992785,-0.18437204062688592,-0.13589947616863207,-0.9001673319804839,-0.6869527743819479,-0.41766728682422427,-0.2536210881076978,-0.1915718646329036,-0.13914645542147408,-0.8227118316995854,-0.6329514506424614,-0.38483448199061665,-0.22770620767816155,-0.1674178767014765,-0.1171445652090787,-0.8929708127265479,-0.6647991709703722,-0.38425529390450386,-0.2005208119045694,-0.13520941946951134,-0.07911110134547358,-0.780586618494303,-0.5917472965740866,-0.34541829982638295,-0.18255892080554575,-0.12151233874898804,-0.07041792829231613,-0.87881823808257,-0.6556915149197681,-0.38155695525690586,-0.20253265846178214,-0.13826245696172007,-0.0825389943731237,-0.778168070641661,-0.591636997431723,-0.3484111440275919,-0.1879381744195689,-0.12744872797337425,-0.07659124231482417
17,V0386Cyg,0.720788,1.7273917957229106,1.318619691391535,0.7496016986414797,0.3980665938817705,0.23862296130871907,0.1515738647253401,2.112398889098556,1.612518235953096,0.9800954042323821,0.5894248449686522,0.41845580271974897,0.32620635555397726,1.655008043632328,1.2766553865771209,0.7762064750388898,0.4591181850788918,0.3098299430924473,0.23157884308695398,2.1181224761159325,1.6307565393017387,0.991499975895457,0.5983769436809124,0.42663965717790764,0.33280286071194487,1.7135629087366826,1.290388329941234,0.7314405553760965,0.39364722826368337,0.23662837370460144,0.15355621126300661,2.014857793670025,1.5185371122571363,0.8661518525728276,0.45374461172664565,0.2777068028884875,0.18070591635859823,1.7212895086902353,1.2994498998113284,0.7412545877155183,0.4039825531354406,0.24715493604662753,0.1646367254216352,2.008988030237175,1.5160182714309984,0.8680787402675441,0.4590416652481161,0.2837754911369184,0.18707519919358118
18,CRSer,0.724391,2.1543993725701376,1.644579673717662,1.0017927170843446,0.47821985716249255,0.29205001396891384,0.21210292780635778,1.8585351642701686,1.4187291330306633,0.8419419276435028,0.37003927183355634,0.1998073344026079,0.12619419119455522,2.1276160490064027,1.604583827481193,0.9755869671085655,0.4582570205861154,0.27401149850816753,0.19670811790176912,1.8622538922192402,1.3867431287678325,0.8431398222908416,0.38597117398344816,0.22029394227921983,0.1532219494724446,2.146616384145534,1.6151578996630223,0.9726935990623945,0.4552912915989875,0.2697964692992837,0.19220379005990018,1.935457346356225,1.4394989498078263,0.863353522347619,0.4073445318950719,0.23888064176430124,0.17130037502713136,2.154838856562234,1.617913746315684,0.9690894312111683,0.4470328205897383,0.2604620320664063,0.18218118373348965,1.9503657930613236,1.4481266860286173,0.8637465048009012,0.40157679385947187,0.23172817086461717,0.1636562961276612
19,V1162Aql,0.730464,-0.9250578240528711,-0.7061510107273826,-0.34796588411974183,-0.07097844486421506,0.02849249685559717,0.06982799530835321,-0.7207421636814583,-0.5501848577721056,-0.22631404152757667,0.029071648821051357,0.12215304352541659,0.160638614174916,-0.8738612074699655,-0.72790700524356,-0.4425674591880847,-0.20361472574703238,-0.11518071695337913,-0.08135393707067885,-0.8322526655055613,-0.6866648764875118,-0.4174922449044072,-0.19584056058948807,-0.1130230729842725,-0.08141736011567674,-0.89453824806644,-0.7429287250571235,-0.44610131154609606,-0.2108878312406607,-0.12181763767518516,-0.08840851828179846,-0.8691522499556799,-0.7115075154147232,-0.4231983979627351,-0.2013142255280761,-0.11671098857786172,-0.08466939433435366,-0.9045438032187955,-0.7490615419772269,-0.44738463551903684,-0.20860965167376577,-0.11874649511247787,-0.08501557722321251,-0.8775550884266543,-0.7165176313494382,-0.4237690208372776,-0.19857090668922,-0.11322517141563782,-0.08092444484937467
20,CVMon,0.730685,1.3849083117740366,1.057181917384761,0.5808721225167521,0.22224367930048325,0.10784971003242733,0.020410656630652113,1.1610230795229328,0.88627715994117,0.43098837179604343,0.07530407117601817,-0.03888434199855301,-0.12544405383539348,1.4003822998691782,1.1505551780824157,0.6995375482741089,0.3559771278345935,0.24573626595168885,0.1585264880597908,1.2853578405142037,1.065846954146569,0.648034948121114,0.31976088162709493,0.21385852005333603,0.13023768162602062,1.3868613511147128,1.1351988592145443,0.6867053821220852,0.3346885717583816,0.22372482184655465,0.1350886642465313,1.2756782277984806,1.0583009992813488,0.6439016122845853,0.3152080231329426,0.20954998565200117,0.1259378189144795,1.3770272935354997,1.128621871610179,0.6843236648303919,0.3353918694156157,0.22510544730331805,0.1366836728097891,1.2757461294869152,1.0593909723210566,0.6463941896867611,0.31880277299594434,0.21340937522962622,0.12992304789903175
21,SWCas,0.735675,0.04383960533652978,0.03346534758513721,0.012729425573453794,0.02450520613875732,0.018470624810104874,0.029513302311082287,-0.09476032789958407,-0.07233612816762147,-0.06462476979808146,-0.03173245698280053,-0.031313570965135956,-0.01763805310634539,0.03186130932893418,0.02535687343527284,0.015416979048645883,0.03258374493374747,0.028142487575441747,0.04061198327942154,-0.07935244826623397,-0.06568971820419092,-0.03993934866814816,0.002162569926731861,0.005407546349997128,0.022143197810804427,0.04746103075077602,0.024028287457541455,-0.005991916163604705,0.00024093512856929959,-0.007286319540975696,0.002859366207447196,-0.0710541864560156,-0.06939876627851763,-0.062470082900119905,-0.024760646126440244,-0.02394161670101841,-0.008258453187144355,0.04752534538185905,0.022713889217641444,-0.008745066703601676,-0.0035590428531539573,-0.011342899235073962,-0.001450431847689478,-0.0658628124756879,-0.06638992534019775,-0.06232253184117753,-0.026753503552628316,-0.026415496794357063,-0.010902968913571315
22,XLac,0.735997,-1.2566346175430343,-0.9592630668267437,-0.6872892800407775,-0.4623107292518337,-0.39126765459919,-0.363305170773514,-1.156473550332596,-0.8828042368951111,-0.6089191486907957,-0.37111207039036387,-0.2955227819369348,-0.2664224974612156,-1.4033139833943538,-1.046099865655075,-0.6360287183182853,-0.3417250378881625,-0.250237804114413,-0.20449194233584428,-1.0934066997101668,-0.8291641078486176,-0.5041317775719599,-0.23847466514526228,-0.15436549128958355,-0.11730621749735493,-1.3415035013558103,-0.9816210131908125,-0.5882467413415924,-0.2615010399778522,-0.167886846464044,-0.11681290056970661,-1.0194717629203163,-0.7738015522112947,-0.47838867000500807,-0.2105893665436892,-0.12884182863654203,-0.09208238471314345,-1.3036746798237826,-0.9487884478952735,-0.5637202915450135,-0.24314450687638384,-0.15073640764859791,-0.09908971341880052,-0.9941808878353392,-0.7528720738354393,-0.4628028521114268,-0.1986848818176178,-0.11766352372743116,-0.08097089361745313
23,VCen,0.739882,-0.7275112587227681,-0.5553521058952431,-0.329574623504773,-0.1704674583301934,-0.10792952201134315,-0.09508658736596155,-0.766775330867547,-0.5853246800515628,-0.35999585732700967,-0.20554182853409386,-0.144662841782511,-0.13222526081427266,-0.6971974728542275,-0.521890727815777,-0.3173095625119924,-0.16840610357754665,-0.10893078586861697,-0.0993752064598005,-0.757320143088943,-0.5629095193605267,-0.3422489877712003,-0.18897316907265987,-0.12847395305457765,-0.11732606547033292,-0.7245519700775427,-0.5282886338776195,-0.296363288999303,-0.13776816759687155,-0.07467779830738885,-0.06286634743143618,-0.7424845289526639,-0.5373737865128132,-0.3001250420295756,-0.13968355284562856,-0.07651649642421286,-0.06394748059502495,-0.7303868127089146,-0.5292593765332694,-0.2917968543135634,-0.12915405633933394,-0.06511719586946049,-0.0526347010423989,-0.7388160001515522,-0.5318133104894851,-0.2918793645777852,-0.12925612763507294,-0.06554337167700477,-0.05267629859100571
24,FMCas,0.764123,-0.5917783426840527,-0.45173919288859,-0.27977336235919337,-0.11848391187816715,-0.07627056199880214,-0.04693799170993404,-0.3322216078509302,-0.253604280802237,-0.12540485653318412,0.008224218646273984,0.04224894828932399,0.06793744027737611,-0.6133945816519022,-0.4763457495283478,-0.28961821571323526,-0.12125089885224169,-0.07690953148798274,-0.045251450613994736,-0.3583302981229206,-0.27815326448884337,-0.1691171848092165,-0.04614496718876024,-0.015377233377144223,0.007421073638132436,-0.5973781480016482,-0.4694353422294771,-0.29586583545338235,-0.12973553941183144,-0.0868595475564124,-0.05586280572530714,-0.40494538286385906,-0.3219659931156833,-0.20816651068761546,-0.09070370631037172,-0.060386730124513566,-0.03831395318076647,-0.5936002322050752,-0.4651857853231134,-0.2914366453077086,-0.12518842863020171,-0.08225257346713521,-0.0510185719417596,-0.4114458119893152,-0.32612390634983124,-0.20927668423490564,-0.08955366800002762,-0.058735040914522196,-0.03649618661645071
25,CSVel,0.771201,1.3145764456754523,1.0034934699812614,0.6218035301038722,0.2767872972118369,0.18104917149302577,0.09794687801482355,1.137573611388987,0.8683768025870127,0.5068274756778293,0.16854108345214103,0.07440889597125952,-0.007521675906262626,1.3649683093941243,1.0611415623144653,0.6451740698871953,0.28373368193484144,0.18305608182870406,0.09453967846593161,1.1648902054362076,0.9133042349426792,0.5552889748451489,0.22098518303532064,0.1280421739782126,0.04581138872313857,1.3263953490562306,1.0457782929949158,0.6626529417009874,0.30798983512448586,0.2111046615709663,0.12444761686639529,1.1921534691607776,0.9510557600437916,0.6091947360701405,0.283775340851595,0.19373690708983832,0.11317563544521081,1.3162108248731705,1.038825764226078,0.6598984391560315,0.30832353529311907,0.21211360612588304,0.12565239965712732,1.1932380981073465,0.9528635024346221,0.612020815479694,0.28742261380097744,0.19758774646502933,0.1171345583640965
26,MWCyg,0.774852,0.4129828806656031,0.31525410737832316,0.11028042345929664,-0.002699378121641116,-0.059580125666579276,-0.08354940514248316,1.1901097105020737,0.9084806950397508,0.5835798838563019,0.40167437209749335,0.32483110825853945,0.2914548870606979,0.2618858650531598,0.19599018692421843,0.11916203364992428,0.0696720640761796,0.03161746739183657,0.02522185566625379,1.1612664487183493,0.8801209988510501,0.5351135673014384,0.3418966948341167,0.26159820671391854,0.22524320804049322,0.3490663371301596,0.2519834089146298,0.1201002159788562,0.07839924437348572,0.03615101669375398,0.029986025660841464,1.0654250348133212,0.7785258512150803,0.42532743167586723,0.21540660193686756,0.13167363853409286,0.09264457629459433,0.3840124581065122,0.2786167717275563,0.13521636588559602,0.08501931764689652,0.0409700538536486,0.03464828356157856,1.0502471993832143,0.7655102830190861,0.4148949195945218,0.2066937677847981,0.12327923629356663,0.08423478892599606
