,name,logP,r_BBBV_g,r_VVBV_g,r_IIBV_g,r_JJBV_g,r_HHBV_g,r_KKBV_g,r_BBBV_i,r_VVBV_i,r_IIBV_i,r_JJBV_i,r_HHBV_i,r_KKBV_i,r_BBVI_g,r_VVVI_g,r_IIVI_g,r_JJVI_g,r_HHVI_g,r_KKVI_g,r_BBVI_i,r_VVVI_i,r_IIVI_i,r_JJVI_i,r_HHVI_i,r_KKVI_i,r_BBVK_g,r_VVVK_g,r_IIVK_g,r_JJVK_g,r_HHVK_g,r_KKVK_g,r_BBVK_i,r_VVVK_i,r_IIVK_i,r_JJVK_i,r_HHVK_i,r_KKVK_i,r_BBJK_g,r_VVJK_g,r_IIJK_g,r_JJJK_g,r_HHJK_g,r_KKJK_g,r_BBJK_i,r_VVJK_i,r_IIJK_i,r_JJJK_i,r_HHJK_i,r_KKJK_i
78,VYCar,1.276818,-0.9918484943318754,-0.7571362552151719,-0.40828729880316156,-0.17305424943340586,-0.10157682589331038,-0.06783283319624547,-1.0094900574021377,-0.7706030972535401,-0.4339185223815803,-0.1963535009729626,-0.11994801958781912,-0.07834756712020771,-0.8981047318834452,-0.7888233211832971,-0.47960457927944455,-0.23361033716952007,-0.14527227929095882,-0.09969704189277206,-1.1525578601757647,-0.9222511846900122,-0.5607287202915271,-0.2716242833660837,-0.16922989137931774,-0.11202641399584176,-0.9444848757585549,-0.799041601230877,-0.4747482892686879,-0.22661845283683194,-0.13963261048230996,-0.09508595054647444,-1.1294681057720306,-0.8888064967215913,-0.5359665706964731,-0.2574898065776795,-0.16003508024749524,-0.10576797310986838,-0.9851388213244308,-0.76562765755347,-0.44615710676195985,-0.20565027363419133,-0.12478446474551612,-0.08380952932352374,-1.0139124979617302,-0.786079636299567,-0.47306864301067886,-0.22483701828564417,-0.1391799914068174,-0.0916287848492861
79,VXCyg,1.303917,1.0303515999043162,0.7865279388582567,0.48277493126091575,0.2472848569026772,0.14891306555500455,0.10901659149296937,1.1503535094810937,0.878132449985568,0.5523972097552562,0.2792036438278009,0.17302385746783566,0.11766743364448107,1.0090194208792034,0.7293059881667335,0.4434180408053739,0.22075539439741648,0.13091800115241853,0.09480468745114999,1.0803015360478505,0.8030707867613835,0.4882670383509217,0.24005536078961429,0.14708337344431954,0.1000598311460116,1.0456818506512306,0.7371067008264366,0.4326672195080197,0.20874877553439944,0.12256350073130784,0.08771569739834577,1.041832847156272,0.7697042034296939,0.46008031440878105,0.22179934804538226,0.13502573163476705,0.09159480020813444,0.9451463404630457,0.6945234753653694,0.40208506069473354,0.18643461492242802,0.10826990646952167,0.07597849032797561,0.9185366005410535,0.6847230487908876,0.4056374151063248,0.19190590518660652,0.11601036112097948,0.07820822848358275
80,RYSco,1.307927,0.5106843009646652,0.38983534424783584,0.18530644310854605,0.06280134796966573,0.03989525010175599,0.02129308092921118,0.5520226997129274,0.4213913738266618,0.21433645176703642,0.08407544048110832,0.05159405461656208,0.030322355261393846,0.43078395099832645,0.4456951794915571,0.2709826691308661,0.13224905976168777,0.08901103965035026,0.05766127468792201,0.7170669739551893,0.5973504146794063,0.3631890521250789,0.17395933320020263,0.11094975659104517,0.07103874297025348,0.4670848350575762,0.4484966358964493,0.2636791516441024,0.12508825062092607,0.08294265979648388,0.053371099671676595,0.6754856284761058,0.551462114182939,0.3341871933587719,0.16041037616930107,0.10252144623964701,0.0656239915877688,0.47346432673175987,0.3858414945167524,0.22339232581721222,0.10013298056368895,0.06479518997135003,0.04080761879136601,0.5223753116079514,0.4206920458033214,0.25853343042450244,0.12335829247273067,0.07906234167729537,0.05027272878169556
81,RZVel,1.309564,-1.0607696569116432,-0.8097478297035443,-0.4848437652386605,-0.24823118429535007,-0.15334287858938953,-0.10442268544546682,-0.949768536292626,-0.7250141498416998,-0.44172450623268933,-0.22387319282499318,-0.13909429020486216,-0.09430538282202738,-1.038116433592057,-0.7973993308479991,-0.4848187931555845,-0.24918252408939714,-0.15409969156832945,-0.10452813161871771,-0.9579789366995125,-0.7322005196754824,-0.4451779159626925,-0.2238064496502497,-0.13856023571235165,-0.093715590413709,-1.0770480092238244,-0.793555397920858,-0.463298599304842,-0.22970592099216947,-0.14059603512529784,-0.09443309235258245,-0.9353459813753724,-0.7018962328136021,-0.41565576787505565,-0.20242576481321586,-0.1240554478607725,-0.0835256517048181,-0.9904755962697718,-0.7496451992059623,-0.4451080065016283,-0.21673016014628965,-0.13255044659553836,-0.08832496252537182,-0.9231731362242661,-0.692232707580787,-0.4061558947858596,-0.19403485386164626,-0.11818340078125328,-0.07907584797786335
82,WZSgr,1.339443,0.01335693291670834,0.010196131997487052,0.028077681192947637,0.020378468410325756,0.009679273176171413,0.0027119069104908355,-0.15319048038902722,-0.11693929800689114,-0.06348406255485055,-0.02767036725873724,-0.018643801390733586,-0.011932963642017347,0.06737997016785631,0.023808876389993912,0.01447579684511656,0.005112562520353761,-0.0011208668058587806,-0.004876170409136765,-0.18128251918551364,-0.14714437349448634,-0.08946377908464746,-0.043789616960246386,-0.029518297404619157,-0.019624620537134624,0.02441595250566183,0.016568061174770936,0.024983098931622906,0.016032742176164086,0.007649479911548865,0.001971599279797613,-0.12099218209989089,-0.09293773414034062,-0.051804521409598944,-0.023892929973625104,-0.016740081435649465,-0.01105959036269949,0.15498011701560738,0.12623180119921246,0.09818996787308522,0.06167658306429083,0.039438359842281875,0.025135319810446484,0.1450793798838249,0.10963893889365411,0.07116999121761095,0.03871894186076219,0.02318348522466135,0.015779294799420418
83,WZCar,1.361977,-0.44224693434304524,-0.3375930796511797,-0.16719336568977064,-0.08440351589043738,-0.04652656023711893,-0.04233400955915939,-0.8098740267214002,-0.6182244478789316,-0.3910586435595501,-0.20664500362338611,-0.1301992389072787,-0.08933048974515667,-0.29580746830990345,-0.21729045465737531,-0.1321125964316841,-0.07392498204107606,-0.04091850744083686,-0.037787559383357205,-0.7617061923404372,-0.5653251224696842,-0.34371767446156665,-0.17596253112097932,-0.10957327203066236,-0.07499409904840412,-0.3898480188635417,-0.26696862235184904,-0.14086877265374187,-0.06821339346727356,-0.03470152811548649,-0.03176926605987046,-0.7321474018096774,-0.5317860118862415,-0.3103639204367122,-0.15156332689237326,-0.09291580427152049,-0.0632825354144615,-0.6050559767724277,-0.40760559874284685,-0.1861691044372789,-0.0750418012245494,-0.03628181141288911,-0.03058210392370414,-0.6764778021561109,-0.4946983530307021,-0.28239553675470563,-0.13298612034984958,-0.0802771089435898,-0.054196398361753356
84,VZPup,1.364945,-0.5547064555059682,-0.4234400423709682,-0.24615664060064069,-0.12168981085166186,-0.06974672736785259,-0.05542276016952952,-0.9416811795951702,-0.7188405951108169,-0.4598307712173194,-0.2336249508260948,-0.1458831172162815,-0.09795673560668001,-0.47456149349082616,-0.32015584806824954,-0.194654755625496,-0.0933960932601614,-0.05121526992532682,-0.04152006643971745,-0.8513894913141876,-0.6226456845064552,-0.37856857617992457,-0.18474801110392813,-0.11373423418702909,-0.07602522079107304,-0.5188917297801208,-0.3596391221478553,-0.2135744658080802,-0.10010834029267754,-0.05454690573522197,-0.042797055535594763,-0.8362427232907955,-0.6140202359473235,-0.3700772113321527,-0.1785563131149676,-0.10957230449750868,-0.07306840807773145,-0.7247976132974384,-0.5073232067199205,-0.26888031534267703,-0.11870099412055674,-0.06498238661546396,-0.04837472020666578,-0.8195405080866586,-0.6119258570878606,-0.36771957227074686,-0.1763057271924633,-0.10810183444151589,-0.0718506216982987
85,SWVel,1.370016,-0.8532378098573037,-0.6513265724101553,-0.3889637532521419,-0.19644164248606805,-0.12045904336660893,-0.08569933705319853,-1.1025160794407751,-0.8416153278173852,-0.5230473551872669,-0.25977877568527225,-0.161837182152759,-0.10729127407582242,-0.8083282615443381,-0.596252864466332,-0.3625217415955307,-0.1816503384474134,-0.11055234878400227,-0.07801953797841871,-1.055021065803963,-0.7913470263114065,-0.48113899199733456,-0.23517951608479537,-0.1458668850020547,-0.09660417286624666,-0.8493781035118119,-0.6110545040283328,-0.3582015271452206,-0.17348661525456527,-0.10417172891659214,-0.07271548597937248,-1.0016020502383118,-0.7478709131747753,-0.44977756882854736,-0.2176224804872972,-0.13462949467642454,-0.08899663866779818,-0.8543045105917195,-0.6267800601693035,-0.35706950829340933,-0.16598488510238082,-0.09845600753455938,-0.0676445250930937,-0.896640136241011,-0.6777482606178439,-0.40928317357990224,-0.1967858066014745,-0.12162943619115754,-0.08019695543005304
86,XPup,1.414321,-0.4325871377275826,-0.33021918910502457,-0.20238493292771492,-0.08783826664846206,-0.05271447989096123,-0.045431300135174824,-0.9079803462567049,-0.6931147681348894,-0.4544517578752298,-0.22629306512621145,-0.14312679768217218,-0.09597760595476017,-0.37143319213277043,-0.2112428847496088,-0.1284356739277626,-0.04311915866430488,-0.02229596875102713,-0.022819862415494663,-0.7712023883383147,-0.5481591801678116,-0.3332807815420289,-0.1542972822692832,-0.09601323368916904,-0.063924609203987,-0.39251597488391693,-0.25663692524169657,-0.16252624769896534,-0.06366636532476949,-0.03465524253649388,-0.030539794103761342,-0.7762810851299042,-0.564974967031561,-0.3459829946425452,-0.16210691292512328,-0.10096976039117232,-0.06723202107675513,-0.5252588232244705,-0.3472953374901312,-0.1715095068600144,-0.05735686298286885,-0.02733850942348065,-0.023374885941648216,-0.6184891897563389,-0.4561352370460996,-0.2751165847094658,-0.125911136104263,-0.07761441793953416,-0.05131309998769621
87,RYVel,1.449158,-0.5173114206369748,-0.394894214226698,-0.26841404331438545,-0.1606146853588925,-0.09727025673772835,-0.0641919400525082,-0.3654128526599236,-0.27894110890070484,-0.17824529588157664,-0.09538289744642606,-0.05680022158845233,-0.038155786030977544,-0.5885892716595883,-0.4150063605179859,-0.252323867194936,-0.13994821464912663,-0.08228981615796313,-0.05280704288195959,-0.3291686564972002,-0.2405850810719198,-0.14627572929172641,-0.07673167613801027,-0.044564071608496285,-0.02995384637268609,-0.5750893983037845,-0.38727313951444575,-0.22753917358000875,-0.12309203605669647,-0.07255846074633568,-0.04608550360221847,-0.29756522937901997,-0.2156891731745876,-0.1284260676234294,-0.06641760658639909,-0.0382497347132977,-0.02566701160777511,-0.4792021952844107,-0.37513452608860487,-0.25102345297919354,-0.1421731542677181,-0.08861928554802273,-0.057940429307734825,-0.43344850358985376,-0.3294554072922137,-0.20382482802377744,-0.10525570447269185,-0.06387259262639895,-0.04289530422003505
88,KQSco,1.457818,1.9743822977506675,1.5071620593516544,0.9575594884771851,0.46317157266683406,0.28932067586037485,0.190771595777165,1.5282495080377192,1.1666026778913894,0.7319637304785142,0.36196129973383195,0.22567384828336223,0.1537865726101849,2.0627893899949132,1.508231046556384,0.9170044763062808,0.42610926640758917,0.26256633133598767,0.17099729311889794,1.4561989995601576,1.0874927563459031,0.6611955958583089,0.3155375329691417,0.19403933079686242,0.13137378755800022,2.0072331560438923,1.495667841585305,0.9255762563368184,0.438207733088791,0.27189940453675976,0.1779844731486508,1.5805847603060947,1.1893353493166166,0.7226447705035093,0.34265946101950095,0.2100926491063867,0.14153090656867817,1.8915273463588682,1.4443057590047756,0.9006260139283332,0.43124028244145973,0.2683704226790954,0.17574518359771774,1.7161065699477576,1.28400165959888,0.7629820035149455,0.3579301930712723,0.21803861955457204,0.14586881155986853
89,AQPup,1.478624,-0.6026757857490457,-0.4600578517168288,-0.32893208569081955,-0.1615193450093494,-0.10644887998324007,-0.06866951162826251,-0.6114331053294456,-0.46674282849575977,-0.29980321230942586,-0.13660943322451471,-0.08494886101040544,-0.054004532304668396,-0.7211991559752449,-0.4851454955785852,-0.29496846131178,-0.12609045470482905,-0.0801703121585296,-0.04923248068343383,-0.5289092363498075,-0.38132802137445776,-0.23184743699567012,-0.09922950982238365,-0.061176312563935464,-0.038318262972827866,-0.654123854063783,-0.4593518939100056,-0.29497249764356176,-0.13420331525172444,-0.08694886165372862,-0.054662875375291436,-0.5178036517907242,-0.3910848488125374,-0.2490974652788358,-0.11550979406201939,-0.07268959638171624,-0.046539097008691466,-0.40244991775403344,-0.31765332426945136,-0.2259846485826473,-0.10641924431374761,-0.06993237295259133,-0.04336948655252093,-0.3756558032566966,-0.29327657977181587,-0.1940125365945296,-0.09183717522386631,-0.0585230306554384,-0.03742679401246535
90,KNCen,1.531857,0.5751721395870348,0.4390627019748362,0.24299891171048596,0.05684800395884222,0.017251777805367685,0.007633455593335892,0.3598459331121573,0.2746915519940135,0.14813916399439958,0.05044144921016869,0.026848517679058215,0.01902547944291655,0.5402900099110964,0.46884667826330634,0.28505878038409,0.09429188191955465,0.046001166300444346,0.029505364651600224,0.4486212989809838,0.3674316827193204,0.22339846309334746,0.0924120082717933,0.05320207830406487,0.03610716998437363,0.4654755500432479,0.5057511613049694,0.36093535980416974,0.15550773409960486,0.08868870193771519,0.06018438819529065,0.6774802085799994,0.5575431872756044,0.35579154212071884,0.1636488648843049,0.09847245154635326,0.06634763928579762,1.0247268865132644,0.7997041452131481,0.49448657174092436,0.23026588364789297,0.13726559503934843,0.09384123340444911,1.0892338273866513,0.8393828458327273,0.5130580118052384,0.24240572393148818,0.1475229781730718,0.09878863406796956
91,UCar,1.58897,-1.779480187541362,-1.3583818225506576,-0.8505031735923042,-0.42949317271779097,-0.26878651006470505,-0.1755277387173398,-1.4400716920473149,-1.0992913679750491,-0.6701378669939474,-0.32861449624296657,-0.20300398098390635,-0.13543034796130454,-1.8545239978917718,-1.400002690905206,-0.8512016360703658,-0.42099124916332253,-0.2618381769275666,-0.17005339492401206,-1.4396571502675588,-1.0979801248986203,-0.6675719159383606,-0.3258612292657892,-0.20085133257119828,-0.1338261232404393,-1.8383218816159512,-1.366494989481286,-0.8225995766559571,-0.4030815591027196,-0.250938251951658,-0.16261290374827342,-1.4369782968641769,-1.090321100447926,-0.6577548962955698,-0.317598030857345,-0.1951759082876881,-0.12974821095330175,-1.6043506980035176,-1.2425471331454254,-0.7804637454040413,-0.3873640762974895,-0.2431837347990542,-0.15786412698425162,-1.475015487893853,-1.1191763334981593,-0.6734240539211781,-0.32369749880656,-0.19890323346589953,-0.13191781629445395
92,RSPup,1.61742,-0.6974874264544881,-0.5324331499652579,-0.3234371576317343,-0.14869703431863507,-0.09091491511647562,-0.05873420039848898,-0.7808678056777884,-0.596082294410525,-0.35276249970149626,-0.15858734044812905,-0.09668830232412073,-0.06117554230173128,-0.7130227643122347,-0.5621579650813481,-0.34179204276945985,-0.16048153136741097,-0.09919369851334174,-0.06473574211769509,-0.8074336333545438,-0.625928809775907,-0.3805647163437505,-0.17761753341324243,-0.10973702933360618,-0.07053044006569537,-0.6989349136685155,-0.5543181828950091,-0.34095960288661165,-0.1621033678820159,-0.10076195843648537,-0.06596386376450641,-0.7772441422280252,-0.6066054755519317,-0.37452261896151207,-0.17920168224450328,-0.11164266041350729,-0.07218605159067815,-0.6565461868031591,-0.5144235926631904,-0.3222866878838112,-0.1547572919166148,-0.09650401169484651,-0.06306889636327828,-0.6993787890841041,-0.5489591397464384,-0.34614248394904906,-0.16820761368466214,-0.10562447652388302,-0.06855036311121288
93,SVVul,1.652569,-1.1836597565645595,-0.9035570660798159,-0.5880530183903129,-0.27081347787592813,-0.16444561842938854,-0.09661285353409654,-0.60290848113041,-0.4602354817789383,-0.258663240902261,-0.10302524971377658,-0.058572129093329234,-0.0367346185609328,-1.3455872783742977,-1.0499272953241763,-0.6383557955571002,-0.2909719524962626,-0.1777044942695961,-0.10664725414733539,-0.6828792546282256,-0.545950796331064,-0.33193808416928583,-0.14762170460416335,-0.08769402947644328,-0.056543424615495434,-1.2243420840315205,-0.9987020719110302,-0.641153918528092,-0.30754775276523655,-0.19259333456809358,-0.11884554655741336,-0.7835443393707736,-0.6353253195080588,-0.40177225555027984,-0.18996278161300867,-0.11563138701818039,-0.07560371302145764,-1.1314618551260511,-0.930979293347568,-0.6403302296465638,-0.32836807358519965,-0.21091127374002439,-0.13382123546794283,-1.035369365619966,-0.812080810038954,-0.5103385015071904,-0.2482750226895766,-0.15342636304198115,-0.10118057431527284
94,SVul,1.837426,0.1473537336955401,0.11248376617980207,0.031084651245292416,0.019575533241376064,0.019573857311750653,0.024317331514296603,0.3780394339270422,0.28857972055499426,0.19688027331246283,0.12063760288548975,0.08218558855593738,0.059799241090816135,-0.006325128736725805,-0.02412928490694182,-0.014670605223421507,0.0023355478581759126,0.007926331710632395,0.0153886190542038,0.3173013689290891,0.22068157737171717,0.13417439904200368,0.07824927051695807,0.053517120909306715,0.03957838544491521,0.11143639797273236,0.02281024011640572,-0.020188053782968257,-0.014756889791902816,-0.0076548271724530825,0.002714418573851629,0.2897740653084194,0.17993712296602327,0.08748072297343895,0.04171781582184192,0.027821833755344194,0.02141251763295854,0.0744163651654429,-0.0071349979395215965,-0.0775207361322598,-0.06661650580067535,-0.04711426744817038,-0.02714850750096187,0.02369102223973072,-0.02232891958852526,-0.05222950374771779,-0.03806816195777085,-0.025575568052471742,-0.01551407970196933
