,name,logP,EBV,r_B_g,r_V_g,r_I_g,r_J_g,r_H_g,r_K_g,r_B0_g,r_V0_g,r_I0_g,r_J0_g,r_H0_g,r_K0_g,r_BVI_g,r_VVI_g,r_IVI_g,r_JVI_g,r_HVI_g,r_KVI_g,r_B_i,r_V_i,r_I_i,r_J_i,r_H_i,r_K_i,r_B0_i,r_V0_i,r_I0_i,r_J0_i,r_H0_i,r_K0_i,r_BVI_i,r_VVI_i,r_IVI_i,r_JVI_i,r_HVI_i,r_KVI_i
75,SZAql,1.234029,0.534,0.19011316869633843,0.14708675242119318,0.05741655785463973,0.07145415931589305,0.06556213217649276,0.05224121044004981,0.1774437910238138,0.13741547175514324,0.05153641920968166,0.0686301453614071,0.06381163037593662,0.05109032804079128,-0.10954998151331452,-0.08166374392205356,-0.08166374392205356,0.0046590143836651166,0.024158292338364973,0.02501990137520327,-0.07974990215305544,-0.12277631842820114,-0.21244651299475414,-0.19840891153349904,-0.20430093867290022,-0.21762186040934495,-0.09241927982558051,-0.13244759909425152,-0.21832665163971043,-0.20123292548798588,-0.20605144047345636,-0.2187727428086026,-0.3794130523627093,-0.3515268147714474,-0.3515268147714474,-0.26520405646572875,-0.24570477851102623,-0.2448431694741906
76,CPCep,1.251989,0.649,1.1282206680089906,0.8477398156541711,0.578622154737781,0.34619933475021725,0.2205977008905018,0.20672615133499228,0.6394158545452693,0.47460637026201624,0.3517570199393516,0.2372443686957082,0.1530605472745199,0.16232327133332802,0.22887338280370884,0.16121517045929945,0.16121517045929945,0.1457341383533146,0.09633674011022997,0.125029718556803,0.9979525138938594,0.7174716615390397,0.44835400062264963,0.21593118063508765,0.0903295467753713,0.07645799721986002,0.5091477004301379,0.34433821614688487,0.221488865824222,0.1069762145805786,0.0227923931593903,0.03205511721819665,0.09860522868857746,0.030947016344168965,0.030947016344168965,0.015465984238183239,-0.03393141400489874,-0.005238435558327481
77,VYCar,1.276818,0.242,-0.984289865952026,-0.7845743482301284,-0.42086846471445316,-0.14525057223835702,-0.053303365633635025,-0.015171214639011055,0.26351058151077744,0.16794507731399566,0.15826334601637448,0.1328851000205269,0.11910265038984935,0.09817859700074028,0.23115581620495185,0.14324678318741313,0.14324678318741313,0.12567319813556566,0.1146322591529394,0.09523949999967662,-1.1212798197348295,-0.9215643020129325,-0.5578584184972568,-0.2822405260211589,-0.19029331941643868,-0.1521611684218156,0.1265206277279738,0.030955123531192008,0.02127339223357172,-0.004104853762274985,-0.017887303392953413,-0.03881135678206249,0.0941658624221482,0.006256829404609476,0.006256829404609476,-0.011316755647237997,-0.022357694629860703,-0.04175045378312703
78,VXCyg,1.303917,0.753,1.0449022835717123,0.7310206541152651,0.3896310537437335,0.14711620897921307,0.029028135377151543,0.030347175944778648,0.14629716577807672,0.04506254892928219,-0.027431474209343776,-0.05318355773509431,-0.09513028166151205,-0.051281838572352356,-0.09596602379233232,-0.1398711835672115,-0.1398711835672124,-0.1071842076240701,-0.12860328724337666,-0.07328895273943647,1.0334836419831726,0.7196020125267251,0.37821241215519397,0.1356975673906744,0.017609493788612873,0.018928534356237314,0.13487852418953672,0.03364390734074263,-0.038850115797882445,-0.06460219932363209,-0.10654892325005161,-0.06270048016089191,-0.10738466538087277,-0.15128982515575107,-0.15128982515575196,-0.11860284921260966,-0.14002192883191356,-0.08470759432797603
79,RYSco,1.307927,0.718,0.4967447537153524,0.4479943999449043,0.24651435747633155,0.09445963019456283,0.07610621567109543,0.03374886327911941,-0.25142851121206355,-0.12313022977068133,-0.10072941739074448,-0.07230876168238787,-0.027267342307427,-0.03421496765703402,-0.17656865351380446,-0.06598530023002525,-0.06598530023002525,-0.05562244225651636,-0.016924110060566377,-0.02741472104169773,0.7367757738511085,0.6880254200806597,0.48654537761208694,0.3344906503303209,0.3161372358068526,0.2737798834148748,-0.011397491076308164,0.11690079036507406,0.1393016027450127,0.1677222584533693,0.21276367782833017,0.20581605247872226,0.06346236662195093,0.17404571990573103,0.17404571990573103,0.1844085778792408,0.22310691007519257,0.21261629909405944
80,RZVel,1.309564,0.3,-1.06409096333425,-0.7939712676538315,-0.45467177239493584,-0.23813043675419276,-0.14118394182338267,-0.11340918829886704,-0.042627060271141826,-0.01422783020107854,0.019412237576338143,-0.010445353017989767,-5.037964443577181e-05,-0.020619719241988577,0.06979255398502016,0.07158866923110807,0.07158866923110807,0.014613064816209054,0.015482406752791888,-0.010407555809559987,-0.8540638221918335,-0.5839441265114154,-0.24464463125251967,-0.028103295611774826,0.06884319931903438,0.09661795284354824,0.1674000808712739,0.19579931094133762,0.22943937871875608,0.19958178812442817,0.20997676149798128,0.18940742190042759,0.2798196951274363,0.2816158103735251,0.2816158103735251,0.22464020595862522,0.22550954789521072,0.19961958533285706
81,WZSgr,1.339443,0.435,0.009585299280534976,0.027585390527515408,0.07111323505886258,0.09353408448194322,0.0759546139786611,0.06114060310418612,0.47723215303934596,0.38456772164111097,0.2881584923759286,0.1977729251671132,0.14056841591022184,0.10362150050670493,0.15504824911743587,0.13862581025033993,0.13862581025033993,0.1259578870410083,0.09605292994849357,0.07435441305120172,-0.21163150097436678,-0.19363140972738657,-0.15010356519603985,-0.12768271577295653,-0.14526218627623955,-0.1600761971507172,0.256015352784444,0.16335092138620855,0.06694169212102796,-0.023443875087787447,-0.08064838434467969,-0.1175952997481966,-0.06616855113746656,-0.0825909900045616,-0.0825909900045616,-0.09525891321389413,-0.1251638703064053,-0.14686238720369982
82,WZCar,1.361977,0.372,-0.4735308789001407,-0.2105541875762853,0.0737043247319411,0.2433302333461338,0.31587914380969107,0.33388362696222806,0.2738168961772214,0.3599402972155934,0.42056497148540295,0.4099146229053625,0.41913864555701963,0.40177247065246213,0.4764146596809242,0.5145950785161313,0.5145950785161304,0.45507381904511934,0.44713116097241823,0.42017638962722526,-0.648892623290561,-0.3859159319667058,-0.10165741965847896,0.0679684889557155,0.140517399419271,0.1585218825718071,0.09845515178680087,0.18457855282517333,0.24520322709498377,0.23455287851494422,0.24377690116660045,0.22641072626204206,0.30105291529050326,0.3392333341257121,0.3392333341257112,0.27971207465469927,0.2717694165820017,0.24481464523680518
83,VZPup,1.364945,0.455,-0.5813783067458838,-0.3148241525202722,-0.05515228164446917,0.13755433237840542,0.2206470004841723,0.24489100126661079,-0.1834991809685369,-0.0110996290261145,0.12951222863997813,0.22624189323869892,0.27562113923661435,0.28103421956241625,0.2864026903135617,0.34760408950983823,0.34760408950983823,0.33098337905119735,0.34054651229162225,0.32371996206819365,-0.84797565386811,-0.5814214996424987,-0.3217496287666961,-0.12904301474381885,-0.045950346638052864,-0.021706345855617037,-0.4500965280907634,-0.27769697614834143,-0.13708511848224703,-0.04035545388352624,0.009023792114389195,0.014436872440190207,0.019805343191334757,0.08100674238761307,0.08100674238761307,0.06438603192897219,0.07394916516939887,0.0571226149459676
84,SWVel,1.370016,0.344,-0.867502488333262,-0.5922531473236887,-0.2851664714289557,-0.07161340958686946,0.01440829996217552,0.04006153049570038,0.0030054624776507666,0.07225673879151095,0.11885553932908532,0.12242347715876889,0.1346845893490256,0.11913820694341037,0.15873104590679254,0.1911312299587955,0.1911312299587955,0.1571348285796157,0.15620087225030588,0.13328427139231636,-1.0802832846156651,-0.8050339436060923,-0.4979472677113588,-0.28439420586927167,-0.1983724963202267,-0.1727192657867036,-0.20977533380475277,-0.14052405749089214,-0.093925256953316,-0.09035731912363332,-0.0780962069333766,-0.09364258933899272,-0.05404975037561144,-0.021649566323606706,-0.021649566323606706,-0.0556459677027874,-0.05657992403209455,-0.07949652489008674
85,XPup,1.414321,0.421,-0.46315556296243776,-0.20635854881867122,0.0058261228093847706,0.22151148018098965,0.2766501649113522,0.29587880939121636,0.10735578254619416,0.22914629508104678,0.2706130679004124,0.3486788945997068,0.35547654165719944,0.34770388581528344,0.245930967223158,0.33492887880392175,0.33492887880392175,0.37956740904678643,0.3746231893110412,0.36029201327830496,-0.8168124860099595,-0.5600154718661932,-0.34783080023813806,-0.13214544286653052,-0.07700675813616975,-0.05777811365630647,-0.2463011405013278,-0.12451062796647516,-0.08304385514710777,-0.004978028447812477,0.0018196186096783862,-0.0059530372322385006,-0.10772595582436484,-0.018728044243599307,-0.018728044243600195,0.025910485999264488,0.020966266263521938,0.006635090230783902
86,RYVel,1.449158,0.545,-0.511948021562896,-0.4146354834607515,-0.3228614680258639,-0.3014912945079562,-0.23697023613147028,-0.24093024540065056,-0.4458207377000285,-0.3641566408173418,-0.2921703316986708,-0.286751472456082,-0.2278335656130146,-0.23492326312608292,-0.20525424549222482,-0.18051809714726197,-0.18051809714726108,-0.2331290177044183,-0.19459498920872864,-0.21307027642934528,-0.3488369254405659,-0.25152438733842164,-0.15975037190353447,-0.138380198385625,-0.07385914000913996,-0.07781914927832112,-0.28270964157769907,-0.20104554469501235,-0.12905923557633958,-0.12364037633374991,-0.06472246949068428,-0.07181216700375348,-0.04214314936989538,-0.017407001024930757,-0.017407001024930757,-0.07001792158208797,-0.03148389308639565,-0.04995918030701407
87,KQSco,1.457818,0.869,1.9736754820814695,1.5115907252810548,0.9924886238679695,0.5180120685581073,0.35411969741354987,0.2748585502316132,0.6739071559247507,0.51940116332936,0.3892373702013394,0.2282927164682116,0.1745333867002925,0.15678799235936314,0.23892101052243842,0.18735067065584055,0.18735067065584055,0.13133397260754354,0.11443224752638592,0.1172739837312129,1.2735919678203609,0.8115072110199457,0.29240510960686095,-0.18207144570300038,-0.34596381684755784,-0.4252249640294954,-0.026176358336357453,-0.18068235093174856,-0.3108461440597674,-0.47179079779289523,-0.5255501275608152,-0.5432955219017455,-0.4611625037386702,-0.5127328436052672,-0.5127328436052672,-0.5687495416535642,-0.5856512667347191,-0.5828095305298948
88,AQPup,1.478624,0.518,-0.5958379860504555,-0.48586455783270033,-0.40805886330339725,-0.27995955718030174,-0.2520401286268017,-0.24262223139913264,-0.39829777835815605,-0.3350705061591901,-0.3163760798859032,-0.23592769409163772,-0.22474640527389766,-0.2246777392499837,-0.3358240579040581,-0.2873806432171291,-0.28738064321712997,-0.2220022541125548,-0.2161145400813833,-0.21900264555987903,-0.7049496542134888,-0.5949762259957341,-0.517170531466431,-0.3890712253433337,-0.36115179678983456,-0.3517338995621664,-0.5074094465211898,-0.44418217432222384,-0.4254877480489352,-0.3450393622546688,-0.3338580734369305,-0.33378940741301655,-0.44493572606709186,-0.39649231138016194,-0.39649231138016283,-0.33111392227558767,-0.3252262082444135,-0.3281143137229119
89,KNCen,1.531857,0.791,0.567713131997639,0.4699793778195578,0.2781345725603943,-0.01538297070319583,-0.1197108970796803,-0.1879970962157298,-0.3588763303530893,-0.237340822448175,-0.15191610920238752,-0.22192046918137454,-0.24773585332814108,-0.2721682000475889,-0.07340088557762492,-0.019420635596674174,-0.019420635596675062,-0.15828777462073695,-0.20829229950801853,-0.24623569781226173,0.3223037262667632,0.22456997208868135,0.032725166829518315,-0.26079237643407094,-0.3651203028105563,-0.4334065019466067,-0.6042857360839662,-0.482750228179051,-0.39732551493326174,-0.46732987491224787,-0.4931452590590162,-0.5175776057784649,-0.3188102913085018,-0.26483004132755017,-0.26483004132755106,-0.40369718035161206,-0.453701705238891,-0.49164510354313684
90,UCar,1.58897,0.263,-1.7686043782858292,-1.4009831328992304,-0.9406307859110807,-0.5983523965580932,-0.4542168356638294,-0.3998940151245076,-0.42779159992623494,-0.37746192804457923,-0.3183298933594525,-0.29948420474053616,-0.26895949758513904,-0.2780949917468032,-0.23018199421828633,-0.2266149007866014,-0.2266149007866014,-0.25543687278120775,-0.24165618565144342,-0.26014419550310564,-1.3793223267573278,-1.0117010813707292,-0.5513487343825796,-0.2090703450295912,-0.06493478413532827,-0.010611963596007357,-0.038509548397733795,0.01182012348392103,0.07095215816905043,0.08979784678796676,0.120322553943363,0.11118705978169796,0.15910005731021482,0.16266715074190063,0.16266715074190063,0.1338451787472934,0.1476258658770604,0.1291378560253964
91,RSPup,1.61742,0.457,-0.6898859226689287,-0.5621437812058643,-0.3742435732852467,-0.20660599630524512,-0.14725820329477735,-0.1226394674688418,-0.15336947422356317,-0.15258924040787658,-0.1252344124800695,-0.08701607039223358,-0.07312883141034199,-0.0739024771138812,-0.06195410538318846,-0.08280651610224599,-0.08280651610224687,-0.0666395148949892,-0.06049815831102201,-0.06559833292151307,-0.923775904901277,-0.7960337634382131,-0.6081335555175951,-0.4404959785375926,-0.3811481855271248,-0.35652944970119194,-0.38725945645591153,-0.38647922264022583,-0.35912439471241697,-0.32090605262458016,-0.30701881364268946,-0.30779245934622956,-0.2958440876155377,-0.31669649833459257,-0.31669649833459435,-0.30052949712733756,-0.2943881405433686,-0.29948831515386143
92,SVVul,1.652569,0.462,-1.145770839306059,-1.054347348943462,-0.8717092231347836,-0.6442732248577032,-0.5434858976942483,-0.49603063721421403,-0.6099319714355698,-0.645310045225532,-0.6230145424742819,-0.5248343321720688,-0.4694501457213036,-0.44735519807178026,-0.5354240413229752,-0.5884337626968321,-0.5884337626968321,-0.5082264576736879,-0.459155538583607,-0.44058692045086545,-0.7303885874384184,-0.6389650970758218,-0.45632697126714383,-0.22889097299006167,-0.1281036458266076,-0.08064838534657515,-0.1945497195679291,-0.22992779335789226,-0.20763229060664035,-0.10945208030442544,-0.05406789385366295,-0.031972946204139596,-0.1200417894553345,-0.17305151082918968,-0.17305151082919146,-0.09284420580604724,-0.04377328671596459,-0.02520466858322301
93,SVul,1.837426,0.787,0.18276538432371225,-0.02956144214999501,-0.2358946018107959,-0.3441486440550925,-0.33549426619549383,-0.34512104395316534,-0.5488647111996316,-0.5880576982746852,-0.5754603255346087,-0.5072295508435047,-0.4365820885540632,-0.4115820984320031,-0.5067663482162068,-0.5559215433255051,-0.5559215433255069,-0.49784579359834424,-0.43076544450826226,-0.40775789599305057,0.08257341273887198,-0.12975341373483573,-0.3360865733956375,-0.4443406156399323,-0.4356862377803363,-0.44531301553800695,-0.6490566827844724,-0.6882496698595268,-0.6756522971194467,-0.6074215224283419,-0.5367740601389066,-0.5117740700168447,-0.6069583198010502,-0.656113514910345,-0.656113514910345,-0.5980377651831823,-0.5309574160931003,-0.5079498675778904
