,name,logP,EBV,r_B_g,r_V_g,r_I_g,r_J_g,r_H_g,r_K_g,r_B0_g,r_V0_g,r_I0_g,r_J0_g,r_H0_g,r_K0_g,r_BBI_g,r_VBI_g,r_IBI_g,r_JBI_g,r_HBI_g,r_KBI_g,r_BVI_g,r_VVI_g,r_IVI_g,r_JVI_g,r_HVI_g,r_KVI_g,r_BVK_g,r_VVK_g,r_IVK_g,r_JVK_g,r_HVK_g,r_KVK_g,r_BJK_g,r_VJK_g,r_IJK_g,r_JJK_g,r_HJK_g,r_KJK_g
75,YOph,1.233609,0.647,-0.38542825586966445,-0.39272175575775403,-0.5071596535692118,-0.5164255731317011,-0.4820673819953214,-0.4952015064031867,-0.8721439339121484,-0.7642604412863676,-0.733055174370608,-0.6249148693060569,-0.5493158840760026,-0.5394146099810913,-0.6125908356223801,-0.5661283051873074,-0.6125908356223801,-0.5670602855651294,-0.5134539674420706,-0.515836885785304,-0.7678610266171377,-0.6846551685420845,-0.6846551685420854,-0.6016701296647256,-0.5349073297092843,-0.5299415825245237,-0.5378101779417621,-0.5090438336753849,-0.5778834769431302,-0.5503916198836487,-0.5031216780984149,-0.5090438336753849,-0.2247142245728284,-0.27003928911894715,-0.4325687138528176,-0.4806022928731686,-0.4598618555336964,-0.4806022928731686
76,SZAql,1.234029,0.534,0.18066149351663885,0.1396004715403758,0.05136935169708412,0.0662603796224781,0.06069706499845484,0.0475978784057709,0.17234792559409318,0.13325423648499868,0.047510840783415276,0.06440727898630705,0.05954839645343046,0.04684267643418227,-0.06061016714378464,-0.04457636865841863,-0.06061016714378287,0.012480742284430413,0.027361056922472926,0.025680834422113996,-0.11419250391885338,-0.08547891581496181,-0.08547891581496092,0.0005371985147188951,0.019957695887138804,0.02081343131048463,0.043858545722844866,0.035170740400076284,-0.01212392483621727,0.03576689812951006,0.04179528366205876,0.035170740400075395,0.03934428777163124,0.03172474196403474,-0.01421909188533288,0.034760666586186595,0.04117155794513838,0.034760666586186595
77,CPCep,1.251989,0.649,1.1168663680567719,0.8387465444052897,0.5713576443435535,0.3399600457984091,0.2147532943724091,0.2011481153051271,0.6332941900249467,0.4696074772054235,0.3469210914860348,0.23217143817604846,0.14793912320923042,0.1572205663083439,0.0988942483070332,0.06166859039785688,0.0988942483070332,0.11305328322823893,0.07410218469706287,0.10867583877824227,0.22329631938106864,0.15663200343147032,0.1566320034314712,0.1407825998340524,0.0912905624561473,0.11997648492924196,0.16879151888399768,0.11502528549477642,0.1313351189259615,0.12863343819653927,0.08375974650960405,0.11502528549477642,0.06574712559319007,0.03636544328805247,0.0835099348642716,0.10566476427217619,0.06952231507018869,0.10566476427217619
78,VYCar,1.276818,0.242,-0.9982744704964985,-0.7956509749271534,-0.4298158507708374,-0.15293523699064693,-0.06050167061911349,-0.022041442512218623,0.25597078972873,0.1617881550157696,0.15230714023446001,0.12663698895268638,0.11279481190055307,0.09189381395098994,0.06252437827930812,0.014119138642165296,0.06252437827930901,0.08351763617159502,0.08606671993693382,0.07432120100253048,0.22428678625037257,0.13760189281855073,0.13760189281855073,0.11957460039109868,0.1084170984428594,0.08901564874951973,0.15204163332139586,0.08245292111704128,0.10407131802403402,0.10347110065425813,0.09843513456488395,0.08245292111704128,-0.007113367798574188,-0.039039446150111345,0.03020395872560222,0.06799532941225017,0.07644501608953203,0.06799532941225017
79,VXCyg,1.303917,0.753,1.0280468979186377,0.7176702004703461,0.37884693452980045,0.13785402443888373,0.0203521512838698,0.022066617137473266,0.13720959395392196,0.037641724161403545,-0.034610379066036145,-0.060714290643328006,-0.10273300292805043,-0.058856771543290165,-0.18342311923147214,-0.20711607216332428,-0.18342311923147037,-0.13218356717014768,-0.1470341640628252,-0.08798294930593364,-0.10424513877043307,-0.14667486570451604,-0.14667486570451693,-0.11453473488417654,-0.13609430569378045,-0.08079044573733629,-0.00627852111208238,-0.07189118810272088,-0.1012063897226243,-0.09269790102445175,-0.12255846004785731,-0.07189118810272177,0.15127520101200354,0.048378828785893724,-0.02808221945434841,-0.05757905609297609,-0.10078958699101559,-0.05757905609297609
80,RYSco,1.307927,0.718,0.4794645615289923,0.43430747461981056,0.23545844594674925,0.08496401068061665,0.0672115706227121,0.025259609426028895,-0.2607451172429731,-0.13073808169466616,-0.10808925229245236,-0.08002929176321061,-0.035061675070210185,-0.04198081177539237,0.024125513932498066,0.08672041538584718,0.024125513932498954,-0.01653141061570018,0.004298312901364731,-0.01610325062281337,-0.18505642714884196,-0.07296045566861231,-0.07296045566861231,-0.0631582249636029,-0.024603924759492024,-0.03510527427829402,-0.12876779193735732,-0.02999203184305088,-0.04683565398267042,-0.050611445206538264,-0.016826640047067798,-0.02999203184305088,0.02736765029482857,0.0891953286395335,0.025630261190739745,-0.015808735945623376,0.004746272200282675,-0.015808735945624264
81,RZVel,1.309564,0.3,-1.081544574048038,-0.8077955506199337,-0.4658386375456445,-0.2477213512935288,-0.1501678507080504,-0.12198363761079811,-0.05203716480490872,-0.021912032113728053,0.011978541706128887,-0.01824336388971659,-0.00792293385842946,-0.02846349890855926,0.06742234449631468,0.06927843300171066,0.06742234449631557,0.00838425192399228,0.008582540327466859,-0.017611833559821655,0.061219599746141995,0.06454351334508956,0.06454351334508956,0.0070016553842569,0.007725519869619113,-0.018175288998961925,-0.06177884641810927,-0.02934843029174239,0.007457211613895787,-0.020414792157696482,-0.009268921928649476,-0.02934843029174239,-0.1294266265082875,-0.08098795707813888,-0.023939620672233985,-0.035493533979323644,-0.018615676276985127,-0.035493533979323644
82,WZSgr,1.339443,0.435,-0.011033596821788949,0.011254015957438135,0.05792121215272328,0.08220381742971661,0.0653414355983637,0.05101114150471897,0.46611548664432556,0.3754899575346258,0.2793766646316538,0.18856071237025507,0.131268141023833,0.0943552185524057,0.11764275610785635,0.1094802395678558,0.11764275610785724,0.11088587472395872,0.08312038207184891,0.06270006211435941,0.1449205537287801,0.1303029858433682,0.13030298584336908,0.11696611663640777,0.08688929914771748,0.06517796892114447,0.04808312788529179,0.05638128672620368,0.0853585927801328,0.09538098049419474,0.0735094716075082,0.056381286726202795,-0.247232472323212,-0.16905046915815092,-0.05170391479755576,0.0295549077759647,0.03270632379244276,0.0295549077759647
83,WZCar,1.361977,0.372,-0.49653695465858627,-0.22877634839101502,0.0589849781248466,0.23068818981124384,0.3040372108253395,0.3225814137014842,0.2614131831949158,0.3498115431002091,0.4107664161515103,0.39963585412668134,0.408761619185249,0.3914333727889403,0.5401207831566506,0.5625654362007699,0.5401207831566515,0.46175999091204645,0.4472700738364521,0.41675108606790623,0.46511441711635726,0.5053086682310806,0.5053086682310797,0.4450410146648949,0.43690659883393934,0.409937530679513,0.32330262348122485,0.3970553906470098,0.43949067545996634,0.4134310576103468,0.4173127555912206,0.3970553906470098,0.19930190832531203,0.3023983561768473,0.38193919850210456,0.38579120354506014,0.40017983235212284,0.38579120354506014
84,VZPup,1.364945,0.455,-0.6046988029010352,-0.333295352723221,-0.07007279523232324,0.12473951203511202,0.20864322567569626,0.23343432244579354,-0.1960724135332983,-0.02136681122113071,0.11957975800094722,0.21582264615372182,0.2651022916875725,0.2705538188845438,0.39296511454342653,0.42828015677636877,0.39296511454342653,0.3471195608089932,0.3464883928951208,0.3240618080762445,0.2749480091221148,0.33819076332498543,0.33819076332498543,0.3208134579211883,0.33018221268042147,0.31334117025553,0.23799798991554777,0.309984641793255,0.3210414414336942,0.31257727043392336,0.3250769046831765,0.309984641793255,0.21836594645152285,0.29499834907262557,0.31192977545955003,0.30820127295949984,0.32236438570074544,0.30820127295949984
85,SWVel,1.370016,0.344,-0.8913601899573134,-0.6111498457536113,-0.3004306904613623,-0.08472342911999053,0.00212800901820831,0.02834093831399187,-0.009857404117647572,0.061753044200332674,0.10869426663063564,0.11176421474656095,0.12392343209987011,0.10841638221851291,0.21137149713627057,0.2306300680582858,0.21137149713627146,0.16107630571308373,0.15449017341816162,0.1285127480576076,0.14701249737137445,0.18150106060416604,0.18150106060416604,0.14673063553648014,0.1455978230689663,0.12266639617056718,0.05952849009780614,0.11471937566251089,0.14089779615964027,0.1272303835335169,0.13351033809452506,0.11471937566251089,-0.0352080434918971,0.042401411090218666,0.09692847369968494,0.10611353787840816,0.12042078650694243,0.10611353787840816
86,XPup,1.414321,0.421,-0.49170679412693774,-0.2289727978197007,-0.012441028528464848,0.20582232436206116,0.26195397032255396,0.2818524231936692,0.09196240210294704,0.2165762069359376,0.25845276636296255,0.3359226337507071,0.34259834018332214,0.33487275475959066,0.40264954908388617,0.4537419679900898,0.40264954908388706,0.40517503597851956,0.385525342934125,0.36309548032503436,0.23190702671877084,0.32340416465794064,0.32340416465793975,0.3671163974055318,0.36193420053100755,0.34758528172850767,0.26786305777716457,0.35085151661091274,0.3400921546453475,0.3751310241757997,0.36690217123449287,0.35085151661091185,0.0840124513609597,0.21050754224739698,0.25476301823232994,0.3341505836616552,0.3414999118746991,0.3341505836616543
87,RYVel,1.449158,0.545,-0.5441897727274099,-0.4401728406718175,-0.34348982357824287,-0.319208423936832,-0.25356605458382653,-0.2567696763139127,-0.46320385995392854,-0.3783515332111431,-0.3059024686421532,-0.30115660215831586,-0.24237639793344723,-0.2494129407260921,-0.16966422659434954,-0.15427547721146428,-0.16966422659434954,-0.23572639380640847,-0.20181863179750348,-0.2227478900621307,-0.22109091458306995,-0.19353249094331293,-0.19353249094331204,-0.24718944181610958,-0.20892415128296715,-0.22741947469622126,-0.2714790516049872,-0.23199671767760055,-0.21691874079775975,-0.25842099602252055,-0.21588617632187557,-0.23199671767760144,-0.0713876953515511,-0.07925522435436694,-0.12405191285723483,-0.21382047997213594,-0.18823996603036708,-0.21382047997213594
88,KQSco,1.457818,0.869,1.9405163183039256,1.4853267234938508,0.9712733053596008,0.4997908127273565,0.33705165854444097,0.258568421289298,0.6560294111694804,0.5048023669026724,0.37511449655216467,0.21347770060273152,0.15957675000143556,0.14188602285494945,0.13181496936223613,0.10463867086660894,0.13181496936223702,0.09662990136020166,0.08714712101890854,0.09426654302665671,0.2226337219879353,0.17396596294729338,0.17396596294729427,0.11687347064776077,0.0996953608855149,0.10251649078425729,0.11639216860135537,0.0928655405147909,0.12465690610833136,0.09319214729747038,0.0850161844252284,0.0928655405147909,0.11391901897527923,0.09097764003686937,0.12350906261775485,0.09264088035791751,0.084674474438728,0.09264088035791751
89,AQPup,1.478624,0.518,-0.6312012707086803,-0.5138743525819276,-0.4306843840360539,-0.29939199706618247,-0.27024269613227947,-0.25999518057152393,-0.4173638736634864,-0.3506396983489548,-0.33143771426240587,-0.2517274780301548,-0.24069722371611402,-0.24057025671779897,-0.2570173368893922,-0.22823776188017852,-0.2570173368893913,-0.21598611258127232,-0.21854247321526366,-0.2260044262780161,-0.35319397786405204,-0.3016550450669442,-0.3016550450669442,-0.23742395927180748,-0.23183100147206748,-0.2347410829772416,-0.2536964859940056,-0.2257027611966782,-0.25547605647382277,-0.21524589238168979,-0.21808363809155118,-0.2257027611966791,-0.33287855621155593,-0.28614708960702195,-0.29222620814731215,-0.23289563627750987,-0.2290240615338215,-0.23289563627751075
90,KNCen,1.531857,0.791,0.5267105141258557,0.43750290053897434,0.2519009918928399,-0.037914274417141236,-0.14081620239635928,-0.2081404851318327,-0.3809828690320307,-0.2553928117952893,-0.1693796012063924,-0.2402398224187463,-0.2662303263288628,-0.2905950748996098,0.013889325913247319,0.04603634465148865,0.013889325913248207,-0.15222250873628695,-0.2116716490119952,-0.25472500528244346,-0.09354076221709473,-0.03597135621136971,-0.03597135621136971,-0.17616875738824334,-0.22651504286817126,-0.2644839216851249,-0.4333267562813612,-0.2953499776344719,-0.19367355803661557,-0.2519073148437876,-0.2734625733457552,-0.2953499776344728,-0.7622856479333677,-0.5464636353840948,-0.3463506619483878,-0.3252325029066778,-0.318914145398435,-0.3252325029066778
91,UCar,1.58897,0.263,-1.8156573641215812,-1.4382518563318873,-0.9707354076069779,-0.6242084313563714,-0.4784364509876671,-0.4230097731553064,-0.4531601911364449,-0.39817767848063834,-0.3383703074734177,-0.32050677142380657,-0.2901830247965931,-0.2992409459910066,-0.2389511489732481,-0.23465932568430325,-0.2389511489732472,-0.27275941240727697,-0.26058620294045554,-0.2797822620082435,-0.2532937216990554,-0.245607854482631,-0.24560785448263012,-0.27595638281639,-0.26256788665295083,-0.2810851369352463,-0.3060465480474379,-0.2858771875729982,-0.2700916090015735,-0.28771502807877614,-0.26985663594231024,-0.2858771875729982,-0.29212995231005046,-0.2752538320482749,-0.2636326088425438,-0.28461300826555647,-0.26793380859233373,-0.28461300826555647
92,RSPup,1.61742,0.457,-0.7399528102183874,-0.6017996914966188,-0.4062764970709729,-0.234118196938784,-0.17302916629258913,-0.14723586740801764,-0.18036300887072443,-0.17463190420832575,-0.1465584823996906,-0.10938520305060262,-0.09571179679340958,-0.0964029007207099,-0.11728048796324053,-0.12647730809574043,-0.11728048796324053,-0.09532406098572732,-0.08699581489703156,-0.09067250378331426,-0.0865462166020734,-0.10301603224752398,-0.10301603224752398,-0.08847336843804854,-0.08274932396850243,-0.08788061195737651,-0.06404065408210347,-0.08583621352998883,-0.0925707024672624,-0.08345686137252883,-0.07963977678063117,-0.08583621352998971,-0.0820577137715528,-0.09958969420895691,-0.10093281872007509,-0.08747287773078583,-0.0821291567835214,-0.08747287773078671
93,SVVul,1.652569,0.462,-1.1995612991344307,-1.0969525467869494,-0.9061244980683263,-0.6738315616228272,-0.5711734975775613,-0.5224563194886276,-0.638933068011216,-0.6689920650135024,-0.64592452515007,-0.5488671009449799,-0.49371265037656986,-0.4715290221575863,-0.6519798042674836,-0.6789514056671422,-0.6519798042674836,-0.5517752284158419,-0.49551529103487724,-0.47271418369537077,-0.5618451159165874,-0.6101463000557708,-0.6101463000557708,-0.5316841375773231,-0.48306156691921665,-0.46452637612761727,-0.3453160576352232,-0.44485694258908115,-0.509650370716022,-0.48341964519704916,-0.45314419321774935,-0.44485694258908204,-0.05330946563268846,-0.22195114716729947,-0.3741236470995819,-0.418331152933888,-0.4127982442464049,-0.418331152933888
94,SVul,1.837426,0.787,0.10939176705805975,-0.0876776488169364,-0.28283923138122624,-0.3844681002511052,-0.3732619179933181,-0.3811673596636673,-0.5884240562436265,-0.6203614833983746,-0.6067110028067404,-0.5400117799488875,-0.46967769205256005,-0.4445567359788587,-0.6225492699155364,-0.6464112648273161,-0.6225492699155346,-0.547618316126135,-0.4743927024911976,-0.44765665996890114,-0.5428063787562785,-0.5855388288278807,-0.5855388288278824,-0.5298435648143034,-0.4633747915752995,-0.4404128400849707,-0.3270117757446851,-0.4208101242388782,-0.4853837764377662,-0.4817427830743135,-0.43355889604469233,-0.4208101242388782,0.13438581428085783,-0.06859822345601962,-0.27123894076179056,-0.3788969080457196,-0.3698085420029926,-0.3788969080457196
