,name,logP,EBV,HST,r_B_h,r_V_h,r_R_h,r_I_h,r_J_h,r_H_h,r_K_h,r_B0_h,r_V0_h,r_R0_h,r_I0_h,r_J0_h,r_H0_h,r_K0_h,r_BVI_h,r_VVI_h,r_RVI_h,r_IVI_h,r_JVI_h,r_HVI_h,r_KVI_h
13,Y Sgr,0.761428,0.191,8.358,-0.27929858488733594,-0.21274464031670481,-0.1650979239775192,-0.1316141498427723,-0.039569190071371274,-0.03918954046041101,-0.011169548236802385,0.10282274341225284,0.07895103014099636,0.08138491755923827,0.04573681779551109,0.045605945702277495,0.013607375892433993,0.023542236547663187,-0.008173731517812755,-0.005779103393404483,0.009787954722670023,-0.005779103393404483,0.020864746710231863,-0.0017287782772932303,0.013459350657070601
14,CS Vel,0.771201,0.737,12.407,2.1316490799341152,1.7080711072056753,1.4357313209539782,1.1244024477211347,0.6240491708134357,0.47097462199540896,0.3706269020764914,0.21499928793640555,0.24497966293261442,0.19941905054324183,0.23484284960311452,0.19682646908570156,0.20615507058198546,0.19651902020799739,0.18112371277914896,0.21912044525531904,0.17756801160592772,0.21912044525531904,0.1892755775239312,0.20147455218239418,0.19344177330440004
15,BB Sgr,0.821971,0.281,9.481,-0.0024569138666536983,-0.0352704806679327,-0.041815295707011035,-0.04767739965433515,-0.027181604502063195,-0.03480161827452477,-0.028769633844312636,0.0702047689034817,0.020196452744384086,0.005054263026396555,-0.013953504139645467,-0.010985259945667458,-0.024762103326894547,-0.02216906876824698,-0.043918811499779054,-0.06692078420466974,-0.06855980219555402,-0.06692078420466974,-0.036423493134790874,-0.0405303232146732,-0.03253601996518363
16,V Car,0.82586,0.169,10.089,-0.31212139688204044,-0.23017180655409497,-0.15930342483434234,-0.07817260653798996,0.07858645241812567,0.11203831078417625,0.1308871006659107,0.23902954959052058,0.19055410678373752,0.19620997193612633,0.17762874877141321,0.20143841911277338,0.18818970109832467,0.18095348435311198,0.1958351133758658,0.15758125471148254,0.16834791193507037,0.15758125471148166,0.19181034630767346,0.18222161487324673,0.17702971495651454
17,U Sgr,0.828997,0.403,8.76,0.5914238326835888,0.46118063384063657,0.395978125288456,0.29899257649260225,0.19848311576567923,0.15877824407220587,0.15107891425772468,0.15614791858389676,0.1289089436881996,0.1152085471096469,0.09697138887992196,0.10145978224116714,0.09863706815461537,0.11153858312958498,0.049417824709295566,0.04743558958544991,0.046363562892824284,0.04743558958544991,0.07766956284316429,0.08389039106201679,0.1018432539913583
18,V496 Aql,0.832958,0.397,9.853,0.6103556686764025,0.41878628777864346,0.327952891764836,0.23683945482992197,0.14443722611303667,0.10781701464086346,0.11171410779205004,0.20513607911394605,0.10945835681493588,0.06657079010050326,0.048768072803989426,0.05411347027163327,0.051828659136432975,0.07490408400736914,0.0023190585671599706,-0.04536379627421372,-0.06425392925982809,-0.04536379627421372,0.008905401569601068,0.0238058494272968,0.056480247789761684
19,X Sgr,0.845907,0.237,7.614,-0.7325309058070752,-0.5051767435661536,-0.40144309056219063,-0.3158935484142167,-0.16850380738155568,-0.09470755629739358,-0.05747800716478402,-0.44548050995356103,-0.28605430398331855,-0.21628462911469537,-0.18266710514785167,-0.10452005502336803,-0.05504639473290052,-0.03140243685442812,-0.09997737098809889,-0.022311449811209805,0.006578082660737117,-0.022311449811209805,-0.027507141605112473,-0.00730893812774891,-1.703720794576924e-05
20,U Aql,0.846591,0.36,9.178,0.12866492477083025,0.0633195647634599,0.03570901767306367,0.007321701185058593,-0.05048973982346627,-0.040631481952793536,-0.0479657264358071,-0.10392840144496418,-0.11423259265317753,-0.11432255534399482,-0.10063001052425591,-0.10233496978912449,-0.07276842244520498,-0.06909443316838804,-0.05847079279984335,-0.0795321280385819,-0.0850006627446609,-0.0795321280385819,-0.09220243412166251,-0.06648763834996263,-0.06496507787924877
21,eta Aql,0.85593,0.13,6.91,-0.6343495055404829,-0.44311009387651756,-0.30235232756225194,-0.21165667494414242,-3.596320797338848e-05,0.06448509640133437,0.10414163531553378,0.11726332569215492,0.13064015897282388,0.1824666360954419,0.1371834787882582,0.16749911062403466,0.16833389216706607,0.17241791540460483,0.13913003221822517,0.14733230135913633,0.19657149641187655,0.14733230135913633,0.17237321620083712,0.17135516993898747,0.17440428034857813
22,W Sgr,0.880522,0.108,8.21,-1.1806195020728547,-0.9307994294878581,-0.820551395805841,-0.6350734872462414,-0.4186853504177188,-0.3604810878641409,-0.293967309118667,-0.3069333812619055,-0.2638634594031646,-0.25699050108427546,-0.2295764174347461,-0.2239400471529871,-0.23976567727881104,-0.21460192867858918,-0.19235168488785437,-0.17639651560617864,-0.18308093357582145,-0.17639651560617864,-0.19839969956426806,-0.22393416045155679,-0.20419336236674646
23,U Vul,0.902584,0.603,9.178,0.8679335306899469,0.6069593049681679,0.41698955709794516,0.2206640858812441,0.04286139389012966,-0.011207390187860433,-0.02162300148315044,-0.3268710743661867,-0.30510527904414797,-0.3537050163924622,-0.3338711811982433,-0.2234614646414661,-0.17629107989408954,-0.13015868698061617,-0.42300202289135225,-0.37848768249847264,-0.4157131473113651,-0.37848768249847264,-0.24488912645012917,-0.18957329491932207,-0.13889119299167962
24,S Sge,0.923352,0.1,9.149,-1.0777619976113015,-0.8511040701935233,-0.7120888943205195,-0.5366566126015955,-0.270659359784724,-0.17949320464887997,-0.12710772186414854,-0.11974506631568005,-0.1197934356167134,-0.09413140810311482,-0.09201974677889435,-0.05711665448829528,-0.04712597979047661,-0.04008175634950906,-0.02692993269949895,-0.048942188581460044,-0.03426210435832466,-0.04894218858146093,-0.03642809035400152,-0.03430190407709599,-0.03165045795231247
25,GH Lup,0.967448,0.335,10.253,0.29468203274444615,0.1357140176757965,0.08227472986338835,0.0420512605118839,0.010266236942630513,-0.022430149883525097,-0.04270993843582094,0.3103160108701424,0.14764835212289285,0.09235924247118366,0.049307335855719,0.013751062601182973,-0.0202700353486005,-0.04128975263661605,-0.01832360981862724,-0.10322158733418263,-0.1196258563700443,-0.10322158733418263,-0.059502959720283854,-0.06567749439033221,-0.07114327543200716
26,S Mus,0.98498,0.212,9.568,-0.8766484887587074,-0.6506563951388595,-0.5064730906329777,-0.39687754818038945,-0.18434119354213063,-0.11880666220876623,-0.10270674606677499,-0.31990099735686606,-0.22565831009928639,-0.1473497087745388,-0.1384787124763287,-0.06024175271057519,-0.041882008816602756,-0.05213197394706626,-0.028561015504634746,-0.003261377387658193,0.04057569936678718,-0.003261377387658193,0.004698151641219894,-0.0016281639957984595,-0.02566673895438143
27,S Nor,0.989194,0.178,9.873,-0.7659171456954108,-0.6430445482075884,-0.5503867312713346,-0.45340310038602727,-0.2940538043465333,-0.25533614883428246,-0.232007308739421,-0.06033873821179503,-0.10443507684604958,-0.09526172797083543,-0.12592854179821078,-0.13677983870896426,-0.15784783451784445,-0.16791278164739865,-0.13216638894478372,-0.15926534458115515,-0.14159330420699856,-0.15926534458115515,-0.15279027688761548,-0.1677721129778984,-0.17443758350787508
28,beta Dor,0.993131,0.052,7.515,-1.2247674827053308,-0.953081220877638,-0.7659845633295248,-0.5712753704556981,-0.2113492584748986,-0.12652899876894352,-0.06757492821312994,0.01859496237058389,-0.003949583415108204,0.03603167032631216,0.005796665121520661,0.06579717966415988,0.045263827611774055,0.045371736644910676,0.051165333755744946,0.02091329550486254,0.05704080301368908,0.02091329550486254,0.07305714030879074,0.04976400869628872,0.0483304192363887
29,zeta Gem,1.006507,0.014,7.78,-1.3209697958485074,-1.052231191320761,-0.9014996133956545,-0.6333817782921045,-0.3479728706722609,-0.21637617825231104,-0.15847880506868872,0.0989473065387072,0.03167499370764615,0.014401112953349227,0.02563318220516919,-0.03147226464396624,-0.020189158762169868,-0.02949396905030799,0.07875655891563227,0.016262209262551508,0.0013773100972445107,0.01626220926255062,-0.035972797701934844,-0.022978872746732826,-0.0313280903992732
30,Z Lac,1.036854,0.37,11.379,-0.061532324433733576,-0.058830959041863196,-0.06587127470373089,-0.05047560883422264,-0.03323496297439821,-0.042123139326011305,-0.042493103618001626,-0.11219035879696682,-0.0975012142809728,-0.09854764038077946,-0.07398712401959973,-0.04452667750421835,-0.049122455524289954,-0.04709486399145657,-0.03361010817860244,-0.03751629014481672,-0.04786037948572641,-0.03751629014481672,-0.02701107965646088,-0.0382651842556454,-0.03995665801925252
31,XX Cen,1.039548,0.266,10.902,-0.3086496048768943,-0.17999979728751114,-0.10404398919821123,-0.03816536014935945,0.09657480942544439,0.13560864217158208,0.15633427653384668,0.08392277032899953,0.11967377157194958,0.1491801764880325,0.1440361697171939,0.18407949153240732,0.18984955813514492,0.19199543122812202,0.16533792739601338,0.1818227464322657,0.2016960602450002,0.1818227464322657,0.2022269921916191,0.2010985225848625,0.19939115923650164
32,V340 Nor,1.052579,0.321,11.259,0.05828274506563447,0.010631787278551741,0.013543156801210987,0.051526593663723474,0.026653587889571284,0.009039257952998092,4.962268779529211e-05,0.23349225274936547,0.1443795030676598,0.12655997664300678,0.13284520486350182,0.06570792089999156,0.03324759451082748,0.015965600866698182,0.1949465113017972,0.11495527295501251,0.10169650219782067,0.11495527295501251,0.057116045707097385,0.02792180886043738,0.012464117483294679
33,UU Mus,1.065819,0.399,12.407,0.36276291824030116,0.3359219660564414,0.31434598170584893,0.2868949848543645,0.20903780366311597,0.1965783756174888,0.17328832545337747,0.2235359905473584,0.2296418685809125,0.2245392993390274,0.22227668558924396,0.1780040152002611,0.17734167797441813,0.1606409938537885,0.19892275146805716,0.2108531364593098,0.20866282069627307,0.2108531364593098,0.17251770542075295,0.17394091746040807,0.15840513473131956
34,U Nor,1.101875,0.862,10.458,2.241175392680314,1.7750006402268017,1.4940508968086927,1.1638116616254912,0.6414317810234529,0.48147020177087185,0.3890541111902195,0.1853529852637048,0.2056705582293894,0.1679669775208792,0.20965897177106463,0.18318739708020892,0.19742145692934,0.20230383143252606,0.19868161215042512,0.21584508257039836,0.1765644505890327,0.21584508257039836,0.18615835818778326,0.19926304583506305,0.20351459982910836
35,SU Cru,1.1088,0.942,10.038,2.3772313945107193,1.7556136302597989,1.3669986823045095,0.9077548082263345,0.14718766412253093,-0.27982431550053466,-0.4175708687832209,-0.00893305066899197,-0.06588594621326305,-0.17216845981522777,-0.19971693426928638,-0.38469021220760347,-0.609515738842159,-0.6343293183835161,-0.4561743627949868,-0.40729152798883206,-0.46065617641558276,-0.40729152798883206,-0.48438064208606946,-0.6713101491435367,-0.6749565826148078
36,BN Pup,1.135867,0.416,12.925,0.011085288885243294,-0.015630773895705108,-0.021574812061512905,-0.05942018460470422,-0.06955802652833754,-0.0816044053612055,-0.09131595176388707,-0.11751357551957575,-0.11379784596045273,-0.10452598795622592,-0.1191057644200697,-0.0982228115712438,-0.09937264540492485,-0.10299783333959311,-0.1352517724126816,-0.12733845427580093,-0.11596780198269396,-0.12733845427580093,-0.10217666919932622,-0.10182349551000236,-0.10460916572911838
37,TT Aql,1.138459,0.438,10.022,0.31700057318046526,0.1800004997744078,0.1339355296720841,0.07008592335044295,0.028790856849686186,-0.0005323310027183226,-0.004391206896183775,0.0983680988287925,0.013105481185344381,-0.007090761035675186,-0.031386247951706636,-0.019942488578320372,-0.030740329367339392,-0.024251714108283196,-0.05031599599145409,-0.10039382783774453,-0.10299767716018415,-0.10039382783774453,-0.05308428681306232,-0.051283704300518096,-0.03775813188202992
38,LS Pup,1.150646,0.461,13.389,0.22761090586019828,0.1757835986238132,0.15240409387244824,0.09488307818430552,0.04621403125090762,0.011516737078634876,0.004266775141892332,-0.0739775935772391,-0.0544366299543837,-0.042131999276127985,-0.04509082079123772,-0.021010275493925867,-0.03015312429401895,-0.023129432058913935,-0.04274542520039937,-0.03059528004839951,-0.021986058605570236,-0.03059528004839951,-0.014048601321379195,-0.025837839961035947,-0.020292311420100795
39,VW Cen,1.177138,0.428,12.764,0.8068686387108979,0.6459151194836195,0.5581878929490109,0.46448327476908124,0.3027604050358548,0.2161379126592715,0.16813745717707285,0.6761371119925812,0.5461200609200185,0.4738610684627673,0.4038078791624127,0.27362024793528317,0.19807500705926007,0.1562618452080029,0.20055303520057954,0.18307878092612473,0.16709118686792834,0.18307878092612473,0.16761219417706652,0.13236453538036486,0.11305993288873051
40,X Cyg,1.214482,0.228,10.328,-0.8186661690357224,-0.7242246783803159,-0.6489507872595377,-0.5374946039512167,-0.3663844707400363,-0.31250018417587455,-0.2867259023215789,-0.05912320943277827,-0.14442089242387013,-0.15901658812634167,-0.18497390208969744,-0.19708176524075416,-0.2075556989177585,-0.21772925179276292,-0.19464474683643473,-0.24787244769383676,-0.2464331523294625,-0.24787244769383765,-0.2272896193795848,-0.22628043042162194,-0.2300399868698877
41,CD Cyg,1.232334,0.493,12.045,0.21209668283090455,0.14320926357911645,0.09196383937170038,0.05632448611640495,-0.05410762821516535,-0.07102664979019035,-0.0765416431787429,-0.1286140850241857,-0.11687529203545655,-0.12780761012261443,-0.10180692369725541,-0.13005231845462095,-0.11810195435642878,-0.10749170529687824,-0.07825805817968501,-0.07843557688698333,-0.09532605082215362,-0.07843557688698333,-0.11882792163126599,-0.11114436591455501,-0.10291737919420818
42,Y Oph,1.233609,0.645,8.712,0.8366447236011236,0.6964178646321226,0.53951308652075,0.42792792523785916,0.26299080455758794,0.2618756994486473,0.2560482878730781,-0.14572090030421325,-0.05347955819637917,-0.09415023576933379,-0.028009707841868625,0.04402075709166642,0.1261442659166887,0.16681049455648544,-0.06060481876235446,0.011494549850842084,-0.039247114469430855,0.011494549850842084,0.06299319664145475,0.1379045794732363,0.17454241341410626
43,SZ Aql,1.234029,0.537,11.686,0.37012235114896086,0.17831858027311354,0.07562876087573178,-0.03314569763977815,-0.1776390971172681,-0.21993398174326373,-0.24409144448632247,-0.15476785121998615,-0.2223609635199768,-0.2629454536294302,-0.27675886026597674,-0.2946375239048509,-0.2924569791698133,-0.29177231019770034,-0.33655674085585296,-0.3611311082801807,-0.38020622595179976,-0.3611311082801798,-0.3351584061748305,-0.31757437537141,-0.30828595742416365
44,VY Car,1.276818,0.237,11.298,-0.6426044566024887,-0.5352183683879828,-0.45296537680217064,-0.34826978152374455,-0.16513603246363306,-0.11978792688784079,-0.08960185278719379,0.15232742798230303,0.07159986411949237,0.05979602966664466,0.02067570384080053,0.01205489142855054,-0.009953826803988264,-0.017390483118806088,-0.017852801520465533,-0.05830870802002597,-0.049976713791246574,-0.058308708020026856,-0.02587841163618876,-0.03346727836124064,-0.03284960320340691
45,RU Sct,1.29448,0.921,11.183,2.0208658923258316,1.625250487924335,1.3211463280970537,1.037936343655189,0.5717677979617699,0.44604374851323225,0.3810126667087044,-0.05759458886149238,0.03863943358286548,-0.019540012821488872,0.07327682261557733,0.10847737009406089,0.1588671476774257,0.19220595124206863,0.058157910201905416,0.12700011989080373,0.05512476710872072,0.12700011989080284,0.13427869049597785,0.17486043189916334,0.2027208729127139
46,RY Sco,1.307927,0.718,10.353,1.206576507649074,1.033275733696712,0.8654382153623601,0.7019689498561359,0.41973094733841876,0.36995751301884905,0.31691971166858046,0.0029188659851544507,0.11445310647234486,0.08903309535777026,0.1433247925037211,0.15143474018890402,0.20365061749123914,0.20757981902888023,0.09940332695735421,0.18810536675646805,0.15126925529785584,0.18810536675646894,0.17294120019186732,0.21698167660266598,0.2163444380026922
47,RZ Vel,1.309564,0.299,10.775,-0.48455297545614284,-0.32720723891209413,-0.22470819292548683,-0.1469001625502777,-0.01065364904667998,0.040182774849421676,0.06121710225825261,0.0866334882491504,0.10881296238965632,0.14372887717449156,0.11820011984118661,0.11666424973343048,0.11910243128503772,0.11310350621316001,0.11800383585503127,0.13275979262315296,0.16396394872179787,0.13275979262315296,0.12365672416161111,0.12343680755730091,0.1159531790109467
48,WZ Sgr,1.339443,0.431,11.221,0.30656292240532723,0.21184762450969963,0.178559074342314,0.14496805297125714,0.03144431137459591,-0.018003706039003475,-0.04042512994772984,0.3544338539339109,0.24839032033304598,0.20943765231304035,0.1671860120318529,0.04211477855501311,-0.011389478094979033,-0.036076549144752335,0.08306231343757631,0.04123647262591934,0.03439265100052147,0.04123647262592023,-0.018374144975467743,-0.04888432452996838,-0.06072785702189876
49,WZ Car,1.361977,0.37,12.688,-0.12697210911144508,0.04455878225750576,0.1295765317593176,0.1999581047695873,0.25997793037165184,0.2977107815358897,0.30975158017912907,0.20556720646714144,0.29840558804268547,0.3440770826477939,0.35429696268697697,0.3341011976609245,0.3436570533830068,0.3399593500675637,0.39234705540597226,0.4409856254005726,0.4645572142152101,0.4409856254005726,0.37573456856942755,0.36946404014478507,0.35692637451315345
50,SW Vel,1.370016,0.344,11.884,-0.46821904373749224,-0.2952435676522036,-0.20443816743189203,-0.13155745007168562,-0.0009750621144872795,0.04797410262688917,0.06602305066194614,-0.016190980227869467,0.04981602281315656,0.0871371865113364,0.0782387809312528,0.09978233830139782,0.1104298885011179,0.10708514192732288,0.07879323695250395,0.12232305882870875,0.1484056319444802,0.12232305882870964,0.1209543928179393,0.12355366201993423,0.11571347921317532
51,T Mon,1.431915,0.181,10.713,-1.2004174980623645,-1.0025679546482333,-0.8288222719581588,-0.6511755348881945,-0.3832313636668623,-0.31125420674968307,-0.2643923099916252,0.01426803230671947,-0.07532709177107044,-0.045303742826957816,-0.08741309025887922,-0.11247703170673073,-0.1434236105689175,-0.15405064730924423,-0.026121401415293732,-0.10615872056649955,-0.07135646915909355,-0.10615872056649955,-0.12147986731499572,-0.14900413538088841,-0.1577196111358985
52,RY Vel,1.449158,0.547,11.734,0.2270425138598995,0.24002194963176304,0.23647276685835728,0.19951080435200197,0.14251914028655222,0.17733793736427295,0.16262358907233931,-0.08660476445681731,0.000596546336558923,0.034158301073908603,0.05394015914851913,0.07260692252435241,0.13400193936784,0.1341319660802096,0.09166088039947784,0.13667719126502753,0.1491464460384666,0.13667719126502753,0.11234247084346549,0.15863253609989414,0.15032556282669862
53,AQ Pup,1.478624,0.518,12.407,-0.10353128203400352,-0.05168155732675084,-0.060556032322905295,-0.07580329896345184,-0.028442514645228734,-0.026282159685438344,-0.02225157031356506,-0.25974156370487833,-0.17092604715184745,-0.16131762622511303,-0.14830394877710962,-0.0632619056741568,-0.047865412343782054,-0.03644166460275233,-0.18414220434032114,-0.11321661252241455,-0.1125531539632405,-0.11321661252241366,-0.04641075076236234,-0.03742000467585349,-0.029574241881848984
54,KN Cen,1.531857,0.797,12.843,0.9050542285707563,0.7433706229514496,0.6031622756263859,0.4515272589286443,0.09077046436028713,-0.024553745802227134,-0.1010890212848512,-0.3689471306081611,-0.22914949855917488,-0.21861722705009257,-0.13976497494981466,-0.19320541112081546,-0.2005798877956506,-0.2168189157446161,-0.07023864609728925,-0.0011277546577463937,-0.025938853453383537,-0.0011277546577455055,-0.126623061901598,-0.1593079521494909,-0.18968432822034487
55,l Car,1.550816,0.147,8.484,-1.1446151898115322,-0.9526931202925084,-0.7909444903353178,-0.558875930731225,-0.22669853167214438,-0.14451021570094014,-0.07898651214643326,0.35407395888671367,0.19134439779775558,0.17576721245095417,0.1366988802676561,0.10736042361021259,0.0625605750733973,0.05715395250630717,0.17145756101827025,0.051942567363829184,0.0579726657342885,0.051942567363829184,0.0666550891235067,0.03732884376485757,0.04056513468467138
56,U Car,1.58897,0.265,10.87,-1.0037132587158952,-0.714264395134534,-0.5284421700021174,-0.34438343071553934,-0.06354372639240236,0.055329719450941006,0.1010262273760727,0.04065166069521986,0.08296073418692806,0.14521306427451552,0.1403294479119097,0.16924601136946382,0.19962746785812513,0.1958960177653255,0.23236853564350124,0.2293094936894322,0.2688777660541355,0.2293094936894331,0.21197984914419532,0.22611659332807843,0.21331152014612442
57,RS Pup,1.61742,0.457,11.298,-0.43027774505885175,-0.3739297285007761,-0.32442662381352605,-0.2981589765936574,-0.19904578412976637,-0.16230534890595383,-0.15222264601661717,-0.16479060967087644,-0.17126779309010853,-0.1531772883915119,-0.17494051986397086,-0.13986849898985199,-0.12562353859662423,-0.12810587570274912,-0.177064262920263,-0.18063699404383726,-0.1610942631974126,-0.18063699404383726,-0.1426043056683417,-0.1273193639692476,-0.1292208106162409
58,SV Vul,1.652569,0.461,11.686,-0.5650210920138097,-0.5090206473932213,-0.44940556166298595,-0.38484994337010825,-0.24222143758110537,-0.1686316342738463,-0.12584604854173698,-0.2750317471435615,-0.2876547352785286,-0.26235136592607233,-0.25025946880437466,-0.17758259124361508,-0.1285644041810885,-0.09950350500009097,-0.15006287193656576,-0.19225864733425801,-0.18174167161316035,-0.19225864733425624,-0.1497269335638869,-0.11129771226317331,-0.088151370534721
