,name,logP,BV,BI,BJ,BH,BK,VI,VJ,VH,VK,IJ,IH,IK,JH,JK,HK
11,SY Cas,0.609712,0.5344254000000003,1.095782679999999,1.4876421199999996,1.7901718599999992,1.8066569399999997,0.5613572799999986,0.9532167199999995,1.255746459999999,1.2722315399999995,0.39185944000000084,0.6943891800000003,0.7108742600000006,0.30252973999999944,0.31901481999999987,0.01648508000000043
12,XS ct,0.62305,0.5372343000000006,1.1824660600000008,1.7222855399999997,2.03911137,2.0461582300000005,0.64523176,1.185051239999999,1.50187707,1.5089239299999997,0.5398194799999991,0.8566453099999997,0.8636921699999995,0.31682583000000053,0.3238726900000006,0.007046860000000016
13,YL ac,0.635863,0.5127179000000004,1.1049611800000014,1.4544736200000001,1.7666726100000005,1.814216190000001,0.5922432800000008,0.9417557199999997,1.2539547100000004,1.3014982900000005,0.3495124399999988,0.6617114299999993,0.7092550099999996,0.3121989900000006,0.35974257000000076,0.047543580000000196
14,TV ul,0.646934,0.5769219999999996,1.1999523999999995,1.5917115999999998,1.9011998,1.9541841999999996,0.6230303999999999,1.0147896,1.3242778000000006,1.3772622,0.3917592000000003,0.7012474000000007,0.7542318000000002,0.30948820000000044,0.3624725999999999,0.0529843999999995
15,XY Cas,0.653376,0.5983071000000014,1.1404438200000002,1.5004213800000008,1.8063248900000006,1.822586310000001,0.5421367199999987,0.9021142799999993,1.2080177899999995,1.2242792099999997,0.3599775600000008,0.6658810700000006,0.6821424900000008,0.30590350999999993,0.3221649300000001,0.01626142000000022
16,TV el,0.666501,0.6226243000000008,1.3297040600000014,1.7687275400000013,2.122112370000001,2.191237230000001,0.7070797600000005,1.1461032400000004,1.4994880700000004,1.56861293,0.43902348,0.7924083099999999,0.8615331699999996,0.35338482999999987,0.42250968999999966,0.06912485999999979
17,VZ Cyg,0.687034,0.6136542000000007,1.2998556400000005,1.67835476,1.9939857800000003,2.05371662,0.6862014399999996,1.064700559999999,1.3803315799999996,1.4400624199999992,0.37849911999999947,0.69413014,0.7538609799999993,0.3156310200000005,0.37536186000000005,0.05973083999999954
18,CF Cas,0.687994,0.656281099999999,1.3930946199999985,1.8186585799999984,2.1893914899999993,2.244647709999999,0.7368135199999993,1.1623774799999993,1.5331103900000005,1.5883666099999998,0.4255639600000002,0.7962968700000009,0.8515530900000003,0.37073291000000086,0.4259891300000003,0.05525621999999948
19,VL ac,0.697493,0.5595645000000014,1.190400900000001,1.5934731000000002,1.9233655500000002,1.940278450000001,0.6308363999999997,1.0339085999999988,1.3638010499999993,1.3807139499999996,0.4030721999999992,0.7329646499999993,0.7498775499999998,0.3298924500000002,0.3468053500000007,0.016912900000000522
20,V0 386Cyg,0.720788,0.6979066999999991,1.51806614,1.9196742599999994,2.2911505299999995,2.3447318700000004,0.8201594400000007,1.2217675600000004,1.593243830000001,1.646825170000001,0.4016081199999998,0.7730843899999997,0.8266657300000002,0.3714762700000001,0.4250576100000006,0.05358134000000042
21,CR Ser,0.724391,0.601653200000001,1.2479114400000015,1.6224869600000003,1.9510498800000007,1.9585805200000008,0.6462582400000001,1.0208337599999995,1.34939668,1.3569273199999996,0.3745755199999994,0.7031384399999996,0.7106690799999993,0.32856292000000026,0.3360935600000001,0.007530639999999866
22,V1 162Aql,0.730464,0.6927464999999999,1.3898453,1.8158126999999997,2.158899349999999,2.2128486499999993,0.6970988,1.1230661999999998,1.4661528499999994,1.5201021499999992,0.4259674,0.7690540499999994,0.8230033499999994,0.3430866499999994,0.39703594999999936,0.05394929999999997
23,CV Mon,0.730685,0.5680614000000004,1.3428938800000005,1.8179629200000003,2.17210426,2.2425165400000004,0.7748324800000002,1.2499015199999997,1.6040428599999996,1.67445514,0.4750690399999997,0.8292103799999992,0.8996226599999999,0.35414133999999964,0.42455362000000035,0.07041228000000074
24,SW Cas,0.735675,0.6373929000000004,1.3620961799999993,1.7724386199999995,2.1230051099999994,2.1524836899999995,0.724703279999999,1.1350457199999993,1.4856122099999993,1.5150907899999995,0.4103424400000004,0.7609089300000001,0.7903875100000004,0.35056648999999984,0.38004507000000004,0.029478580000000212
25,XL ac,0.735997,0.5645631999999998,1.227133439999999,1.5931849599999994,1.923718879999999,1.9674315199999988,0.6625702399999992,1.0286217599999996,1.3591556799999993,1.4028683199999992,0.36605152000000046,0.6965854400000001,0.7402980799999999,0.33053391999999965,0.37424655999999945,0.04371263999999976
26,VC en,0.739882,0.5766178000000004,1.24236676,1.6652868399999996,2.0048790199999997,2.06500258,0.6657489599999994,1.0886690399999992,1.4282612199999996,1.4883847799999994,0.42292007999999987,0.7625122600000002,0.8226358199999999,0.3395921800000003,0.3997157400000001,0.06012355999999978
27,FM Cas,0.764123,0.6655774999999996,1.4040755,1.8273544999999998,2.187832249999999,2.23074775,0.7384980000000003,1.1617770000000003,1.5222547499999997,1.5651702500000002,0.42327899999999985,0.7837567499999993,0.8266722499999998,0.3604777499999995,0.40339325,0.04291550000000054
28,CS Vel,0.771201,0.6020418999999998,1.3098819800000001,1.7856408199999994,2.1274042099999995,2.1958125899999987,0.7078400800000001,1.1835989199999997,1.5253623099999998,1.593770689999999,0.4757588399999998,0.8175222299999996,0.8859306099999988,0.34176338999999994,0.41017176999999927,0.0684083799999993
29,MW Cyg,0.774852,0.7221744999999987,1.5271628999999998,1.9540310999999986,2.3163645499999994,2.357199449999999,0.8049884000000009,1.2318566,1.594190050000001,1.6350249500000003,0.42686819999999925,0.78920165,0.8300365499999991,0.36233345000000083,0.40316835000000006,0.04083489999999926
30,FM Aql,0.786342,0.6862342999999997,1.4934660599999998,1.8152855399999996,2.163111369999999,2.2051582299999994,0.80723176,1.12905124,1.4768770699999996,1.5189239299999995,0.32181948000000005,0.6696453099999994,0.7116921699999994,0.34782582999999934,0.3898726899999995,0.04204686000000016
31,CR Cep,0.794695,0.6830783000000007,1.51137086,1.9627087400000005,2.36451097,2.3855266300000006,0.8282925599999992,1.2796304399999998,1.6814326699999997,1.7024483299999997,0.45133788000000075,0.8531401100000005,0.8741557700000007,0.40180222999999976,0.42281789000000003,0.02101566000000027
32,RS Cas,0.799056,0.6449170999999991,1.3172058199999999,1.7999793799999995,2.1583238899999997,2.18850731,0.6722887200000005,1.1550622800000003,1.5134067900000008,1.543590210000001,0.48277356000000016,0.8411180700000003,0.8713014900000002,0.3583445100000001,0.3885279300000002,0.030183420000000072
33,RR Lac,0.807281,0.5915852999999995,1.2136802600000003,1.6460833400000001,1.9707122700000002,1.99882933,0.6220949600000008,1.0544980400000006,1.3791269700000008,1.4072440300000004,0.43240308,0.7570320100000001,0.7851490699999997,0.3246289300000001,0.35274598999999973,0.02811705999999964
34,XX Sgr,0.807815,0.5893227000000006,1.3166533400000002,1.7578790599999998,2.1060849299999997,2.1387494700000005,0.7273306399999996,1.1685563599999993,1.5167622299999997,1.54942677,0.4412257199999998,0.78943159,0.8220961300000004,0.3482058700000002,0.38087041000000066,0.03266454000000045
35,BB Sgr,0.821971,0.7026347,1.4648437400000003,1.90103266,2.2602857299999997,2.3330126700000005,0.7622090400000003,1.19839796,1.5576510300000002,1.6303779700000005,0.4361889199999998,0.7954419899999998,0.8681689300000002,0.35925306999999995,0.4319800100000004,0.07272694000000043
36,VC ar,0.82586,0.7007841999999991,1.4376016399999991,1.8831687599999993,2.24265278,2.3124096199999995,0.73681744,1.1823845600000003,1.5418685800000007,1.6116254200000006,0.4455671200000002,0.8050511400000007,0.8748079800000004,0.3594840200000005,0.4292408600000003,0.06975683999999976
37,V0 495Cyg,0.827263,0.6487286000000001,1.33442412,1.7971990800000004,2.1375567400000004,2.1697024600000003,0.6856955199999997,1.1484704800000007,1.4888281400000007,1.5209738600000002,0.4627749600000012,0.8031326200000011,0.8352783400000006,0.34035765999999995,0.3725033799999997,0.03214571999999977
38,US gr,0.828997,0.6934773999999991,1.4484810799999994,1.8771677199999997,2.2270386599999994,2.2855341399999993,0.7550036800000002,1.1836903200000006,1.5335612600000004,1.59205674,0.4286866400000004,0.7785575800000001,0.8370530599999999,0.3498709399999998,0.40836641999999956,0.058495479999999794
39,TW CMa,0.844792,0.6405723000000005,1.3690056600000002,1.7922019400000004,2.1592455700000004,2.1993600300000007,0.7284333599999996,1.15162964,1.5186732700000003,1.5587877300000001,0.4231962800000003,0.7902399100000006,0.8303543700000005,0.36704363000000034,0.40715809000000025,0.040114459999999866
40,xS gr,0.845893,0.5126919,1.1186119800000003,1.5157108199999998,1.8287392100000002,1.8782775900000002,0.6059200800000002,1.00301892,1.31604731,1.36558569,0.3970988399999998,0.7101272299999999,0.7596656099999999,0.31302839000000016,0.36256677000000015,0.04953837999999998
41,V0 600Aql,0.859672,0.6919625999999995,1.5185669199999994,1.829064279999999,2.166957339999999,2.185149859999999,0.8266043199999997,1.1371016799999996,1.4749947399999996,1.4931872599999991,0.31049735999999994,0.6483904199999995,0.6665829399999994,0.33789305999999975,0.3560855799999997,0.018192519999999934
42,V0 459Cyg,0.860413,0.7030509999999992,1.5427542000000005,1.9196578,2.2999308999999997,2.323741100000001,0.8397032000000012,1.216606800000001,1.5968799000000007,1.6206901000000014,0.3769035999999999,0.7571766999999994,0.7809869,0.38027309999999953,0.40408330000000037,0.023810200000000836
43,CK Sct,0.870124,0.8320158999999998,1.6705327799999987,2.1778780199999987,2.5844708099999987,2.600873989999999,0.8385168799999988,1.345862119999999,1.752454909999999,1.7688580899999993,0.5073452400000003,0.9139380300000002,0.9303412100000001,0.40659279,0.42299597000000017,0.016403180000000156
44,TZ Mon,0.870882,0.24245400000000022,1.0386667999999997,1.5269811999999994,1.9213985999999994,1.9872893999999999,0.7962127999999994,1.2845271999999992,1.6789445999999992,1.7448353999999997,0.4883143999999998,0.8827317999999997,0.9486226000000001,0.3944174,0.46030820000000033,0.06589080000000036
45,V1 344Aql,0.873787,0.8182902000000001,1.5819668400000002,2.05667556,2.41091818,2.44057622,0.76367664,1.2383853599999999,1.5926279799999998,1.62228602,0.47470872,0.8289513399999998,0.85860938,0.35424261999999984,0.3839006600000001,0.029658040000000233
46,RS Ori,0.878917,0.6095423999999998,1.3248540799999995,1.7295747199999996,2.0743721599999994,2.1048806399999997,0.7153116799999997,1.1200323199999997,1.4648297600000002,1.49533824,0.40472064000000024,0.7495180800000003,0.7800265600000003,0.3447974400000001,0.37530592000000007,0.03050847999999999
47,BK Aur,0.903222,0.6414474999999984,1.3113294999999987,1.7395404999999995,2.0891652499999993,2.117054749999999,0.6698820000000002,1.098093000000001,1.4477177500000011,1.4756072500000006,0.428211000000001,0.7778357500000007,0.8057252500000003,0.3496247499999998,0.3775142499999994,0.027889499999999554
48,GH Lup,0.967448,0.8595488999999998,1.6931913799999996,2.2110154199999994,2.618605509999999,2.69611529,0.8336424799999997,1.3514665199999996,1.7590566099999998,1.83656639,0.5178240399999998,0.92541413,1.0029239100000003,0.40759009000000007,0.4850998700000003,0.07750978000000025
49,FN Aql,0.976878,0.7173682000000006,1.54401444,1.9449639600000002,2.3257183799999996,2.3673920200000005,0.8266462399999993,1.2275957599999994,1.6083501799999993,1.6500238199999995,0.4009495200000002,0.78170394,0.8233775800000002,0.38075441999999976,0.42242806,0.041673640000000234
50,YZ Sgr,0.980171,0.7396346999999999,1.5208437399999994,1.9760326599999993,2.3442857299999993,2.38801267,0.7812090399999996,1.2363979599999995,1.6046510299999999,1.6483779700000003,0.45518891999999994,0.8234419900000003,0.8671689300000007,0.3682530700000003,0.41198001000000084,0.043726940000000526
51,SN or,0.989194,0.7667672999999997,1.5421246600000005,2.05742294,2.4472460699999994,2.52439953,0.7753573600000007,1.2906556400000002,1.68047877,1.7576322300000005,0.5152982799999996,0.9051214099999992,0.9822748699999997,0.38982312999999974,0.4669765900000002,0.07715346000000044
52,DD Cas,0.991759,0.7464150000000009,1.5486430000000009,1.9693370000000006,2.3669985000000007,2.3968815,0.8022279999999999,1.2229219999999996,1.6205835,1.6504664999999992,0.42069399999999985,0.8183555,0.8482384999999992,0.3976615000000002,0.42754449999999944,0.029882999999999216
53,BZ Cyg,1.006127,0.7298494999999996,1.5062978999999999,2.040996099999999,2.454697049999999,2.5084669499999994,0.7764484000000003,1.3111465999999998,1.7248475500000002,1.7786174499999996,0.5346981999999997,0.9483991499999995,1.0021690499999993,0.41370094999999996,0.4674708499999998,0.05376989999999987
54,SY Aur,1.006262,0.5874383999999995,1.26745728,1.6615235199999998,1.9906385599999998,2.02312624,0.6800188800000003,1.0740851200000003,1.4032001600000004,1.4356878400000002,0.39406623999999996,0.7231812799999999,0.7556689599999996,0.32911504,0.3616027199999998,0.03248767999999978
55,YS ct,1.014575,0.8040159000000011,1.6365327800000007,2.1268780200000004,2.5374708100000007,2.590873990000001,0.8325168799999995,1.3228621199999993,1.7334549099999998,1.78685809,0.4903452399999999,0.9009380300000003,0.9543412100000002,0.41059279000000043,0.46399597000000053,0.05340318000000008
56,TW Nor,1.032868,0.7704959000000002,1.7195487800000002,2.31962202,2.716802810000001,2.7891019900000007,0.9490528799999998,1.54912612,1.9463069100000006,2.018606090000001,0.6000732400000006,0.9972540300000008,1.069553210000001,0.3971807900000004,0.46947997000000063,0.07229918000000027
57,ZL ac,1.036854,0.7295189999999996,1.5270397999999998,1.9513881999999991,2.3377320999999993,2.3976359,0.7975208,1.2218691999999995,1.6082131,1.6681169000000002,0.42434839999999957,0.8106922999999997,0.8705961,0.3863439000000002,0.44624770000000047,0.05990380000000034
58,XX Cen,1.039548,0.7126477000000009,1.452518340000001,1.920914060000001,2.28475243,2.3534819700000007,0.7398706400000001,1.20826636,1.5721047299999997,1.64083427,0.46839572000000007,0.8322340899999995,0.9009636299999997,0.3638383699999994,0.4325679099999996,0.06872954000000023
59,TY Sct,1.043507,0.7227455,1.4939011000000004,1.9789448999999992,2.3499634499999997,2.3657125499999996,0.7711556000000004,1.256199399999999,1.62721795,1.6429670499999998,0.4850437999999989,0.8560623499999993,0.8718114499999989,0.3710185500000006,0.38676765000000024,0.015749099999999655
60,V3 40Nor,1.052579,0.8325813999999994,1.6278778799999998,2.1952189199999994,2.6197722599999995,2.7012885399999993,0.7952964800000003,1.3626375200000003,1.7871908600000004,1.8687071400000002,0.5673410399999999,0.99189438,1.0734106599999997,0.42455334000000006,0.50606962,0.08151627999999991
61,AA Gem,1.053181,0.7705983000000001,1.52735486,2.0589647399999995,2.4821789699999988,2.5142986299999994,0.7567565599999997,1.288366439999999,1.7115806699999991,1.7437003299999994,0.5316098799999995,0.9548241099999993,0.9869437699999997,0.42321422999999986,0.45533389000000013,0.03211966000000031
62,RX Aur,1.065337,0.6986581000000006,1.4446580200000003,1.9472191800000003,2.3169257899999995,2.35025741,0.7459999199999998,1.2485610799999995,1.6182676899999993,1.6515993099999995,0.50256116,0.8722677699999994,0.9055993899999997,0.36970660999999955,0.40303822999999983,0.0333316200000003
63,UU Mus,1.065819,0.7374747999999993,1.5339461599999993,2.07959144,2.47374532,2.5538402799999993,0.7964713599999999,1.3421166400000009,1.7362705200000006,1.8163654800000002,0.545645280000001,0.9397991600000007,1.0198941200000002,0.39415387999999973,0.47424883999999934,0.08009495999999959
64,RY Cas,1.084181,0.7521966000000004,1.5167097199999995,2.11392948,2.5163579399999993,2.5705972599999996,0.7645131199999988,1.3617328799999993,1.7641613399999994,1.8184006599999991,0.5972197600000007,0.9996482200000003,1.0538875400000003,0.40242845999999977,0.4566677799999997,0.05423931999999994
65,UN or,1.101875,0.7358858999999993,1.5457867799999991,2.092064019999999,2.478803809999999,2.5531809899999995,0.8099008799999996,1.3561781199999996,1.74291791,1.8172950900000004,0.5462772400000002,0.9330170300000002,1.0073942100000006,0.38673979,0.4611169700000005,0.07437718000000046
66,ZS ct,1.110645,0.8423603999999991,1.75640968,2.2542351199999997,2.6548383599999994,2.711310439999999,0.9140492800000009,1.4118747200000008,1.812477960000001,1.8689500400000003,0.49782543999999995,0.89842868,0.9549007599999992,0.40060324,0.4570753199999994,0.05647207999999937
67,V0 916Aql,1.128449,0.6925842999999994,1.2087360599999992,1.5072155399999998,1.8357763699999992,1.8036932299999995,0.5161517599999996,0.8146312400000006,1.1431920700000004,1.1111089300000003,0.298479480000001,0.6270403100000004,0.5949571700000003,0.3285608299999995,0.29647768999999946,-0.03208314000000004
68,BN Pup,1.135867,0.7704592000000012,1.5737366400000012,2.0751337600000004,2.475985280000001,2.5476771200000004,0.8032774400000001,1.3046745599999992,1.7055260800000003,1.7772179199999996,0.5013971199999993,0.9022486399999999,0.9739404799999993,0.4008515200000008,0.47254336000000013,0.07169183999999937
69,TT Aql,1.138459,0.8624345,1.7716549000000001,2.2336590999999997,2.64569855,2.71158545,0.9092204,1.3712245999999997,1.7832640500000003,1.8491509499999998,0.4620041999999997,0.8740436500000002,0.9399305499999997,0.41203945000000053,0.47792635000000017,0.06588689999999958
70,LS Pup,1.150646,0.7743994000000001,1.5634334800000007,2.0718793200000007,2.4822384600000005,2.554718340000001,0.7890340800000005,1.297479920000001,1.7078390600000006,1.7803189400000006,0.5084458400000004,0.91880498,0.9912848599999999,0.4103591399999996,0.4828390199999997,0.07247988000000004
71,TX Cyg,1.167607,0.7425309999999987,1.5727702000000003,2.1854017999999997,2.6052628999999996,2.6439691000000005,0.8302392000000012,1.442870800000001,1.8627319000000018,1.9014381000000014,0.6126316,1.0324927000000004,1.0711989,0.4198611000000003,0.4585673,0.03870619999999972
72,UZ Sct,1.168739,0.8556740000000005,1.6271908000000015,2.2360972000000006,2.6583965999999997,2.6661314000000007,0.7715168000000006,1.3804231999999996,1.8027225999999996,1.8104574000000002,0.6089063999999995,1.0312057999999988,1.0389405999999992,0.42229939999999944,0.43003420000000014,0.0077348000000006245
73,RW Cas,1.170032,0.8485059999999991,1.7293651999999993,2.2785067999999997,2.7092653999999996,2.7631666,0.8808592000000002,1.4300008000000002,1.8607594000000007,1.9146606000000004,0.5491416000000002,0.9799002000000004,1.0338014000000002,0.4307586000000002,0.4846598000000001,0.0539011999999999
74,VW Cen,1.177138,0.898429300000001,1.8205850600000009,2.4885065400000004,2.9711118699999997,3.0781977300000003,0.9221557599999998,1.5900772399999994,2.072682569999999,2.1797684299999993,0.6679214799999996,1.1505268099999992,1.2576126699999994,0.4826053299999997,0.58969119,0.10708586000000028
75,SZ Cyg,1.179252,0.9062576999999997,1.8602803400000005,2.39747206,2.86675143,2.93840297,0.9540226400000006,1.4912143600000005,1.9604937300000003,2.03214527,0.5371917200000002,1.0064710899999998,1.0781226299999995,0.46927936999999953,0.5409309099999995,0.07165153999999996
76,SV Mon,1.182801,0.8196958000000002,1.6464143600000005,2.1955752400000006,2.6306792200000007,2.6838183800000004,0.8267185600000002,1.3758794400000003,1.8109834200000006,1.86412258,0.5491608800000003,0.9842648600000004,1.0374040199999999,0.43510398000000017,0.4882431399999998,0.053139159999999644
77,XC yg,1.214482,0.9277036000000005,1.7930191200000005,2.31230408,2.7375592400000004,2.81789996,0.8653155199999999,1.3846004799999996,1.8098556399999999,1.8901963599999996,0.5192849599999998,0.9445401199999999,1.0248808399999998,0.42525516000000013,0.50559588,0.0803407199999999
78,CD Cyg,1.232334,0.7753591000000001,1.6511422200000003,2.1329469800000003,2.5291916900000007,2.600463510000001,0.87578312,1.3575878800000003,1.753832590000001,1.8251044100000007,0.4818047600000003,0.8780494700000007,0.9493212900000005,0.39624471000000044,0.4675165300000004,0.07127181999999993
79,YO ph,1.233609,0.7171588999999993,1.5399533799999998,1.9665734199999991,2.3026045099999988,2.36003629,0.8227944800000003,1.2494145200000004,1.5854456100000003,1.6428773900000004,0.4266200400000002,0.7626511299999997,0.82008291,0.33603108999999964,0.39346286999999996,0.057431780000000265
80,SZ Aql,1.234029,0.864305799999999,1.8041763599999998,2.3221332399999994,2.738678219999999,2.8187393799999994,0.9398705600000006,1.4578274400000002,1.87437242,1.9544335800000001,0.5179568799999996,0.9345018599999994,1.0145630199999995,0.41654497999999973,0.49660614,0.08006116000000027
81,AA Ser,1.234041,1.110640200000001,2.453236840000001,3.25060556,3.80158318,3.8451112200000006,1.3425966399999998,2.139965359999999,2.6909429799999995,2.7344710199999995,0.7973687199999993,1.3483463399999993,1.3918743799999993,0.5509776200000003,0.5945056600000004,0.0435280400000001
82,CP Cep,1.251989,0.9961563000000008,1.9784184600000012,2.6319971400000006,3.1303111700000006,3.189342430000001,0.9822621600000003,1.63584084,2.13415487,2.19318613,0.6535786799999997,1.1518927099999996,1.2109239699999996,0.49831402999999996,0.55734529,0.05903126000000006
83,CT Car,1.256661,-0.6147410000000004,-0.04145219999999861,0.8407601999999998,1.3113981000000008,1.4112499000000014,0.5732888000000018,1.4555012000000003,1.9261391000000012,2.025990900000002,0.8822123999999987,1.3528502999999994,1.4527020999999998,0.4706379000000008,0.5704897000000012,0.09985180000000042
84,VY Car,1.276818,0.9366853999999993,1.8132746799999993,2.3832701199999993,2.8145058599999992,2.9050429399999995,0.8765892799999999,1.44658472,1.87782046,1.96835754,0.5699954400000001,1.00123118,1.0917682600000003,0.4312357399999998,0.52177282,0.09053708000000024
85,RU Sct,1.29448,0.7268156999999993,1.6893439399999992,2.353504459999999,2.488883629999999,2.5494467699999994,0.9625282399999997,1.6266887599999995,1.7620679299999997,1.82263107,0.6641605200000003,0.79953969,0.8601028300000002,0.13537916999999983,0.19594231000000017,0.06056314000000032
86,VX Cyg,1.303917,0.9530211000000007,1.9006026200000006,2.47703058,2.9400574899999996,2.96726171,0.9475815199999998,1.5240094799999995,1.9870363899999994,2.0142406099999994,0.5764279599999997,1.0394548699999993,1.0666590899999993,0.46302690999999974,0.4902311299999997,0.027204219999999946
87,RY Sco,1.307927,0.725066599999999,1.57896372,2.10211548,2.4786909399999995,2.55690426,0.8538971200000008,1.377048880000001,1.7536243400000007,1.831837660000001,0.5231517600000002,0.8997272199999997,0.9779405400000001,0.37657545999999953,0.45478877999999995,0.07821332000000042
88,RZ Vel,1.309564,0.8256099999999995,1.6687619999999994,2.250557999999999,2.6619989999999993,2.7539209999999996,0.8431519999999999,1.4249479999999997,1.836389,1.928311,0.581796,0.993237,1.0851590000000002,0.41144100000000017,0.5033630000000003,0.09192200000000014
89,WZ Sgr,1.339443,0.9584345000000001,1.9406548999999997,2.5896590999999995,3.0726985499999997,3.18258545,0.9822203999999995,1.6312245999999995,2.11426405,2.22415095,0.6490042,1.1320436500000002,1.2419305500000002,0.48303945000000026,0.5929263500000004,0.10988690000000007
90,WZ Car,1.361977,0.7885163999999996,1.6205048799999995,2.1948119199999994,2.614438759999999,2.7059420399999996,0.8319884799999999,1.4062955199999996,1.8259223599999999,1.91742564,0.5743070399999997,0.9939338799999997,1.0854371600000001,0.41962683999999995,0.5111301200000004,0.09150328000000037
91,VZ Pup,1.364945,0.7034084999999989,1.4563056999999997,1.923896299999999,2.303765149999999,2.3726468499999993,0.7528972000000006,1.2204878,1.6003566500000004,1.6692383500000003,0.46759059999999947,0.8474594499999996,0.9163411499999997,0.37986885000000015,0.4487505500000003,0.06888170000000014
92,SW Vel,1.370016,0.8085528000000004,1.6569937600000004,2.2188798400000005,2.636545520000001,2.7266560800000006,0.8484409599999998,1.41032704,1.8279927200000006,1.9181032800000004,0.5618860800000003,0.9795517600000007,1.0696623200000004,0.4176656800000004,0.5077762400000002,0.09011055999999981
93,XP up,1.414321,0.7734527000000002,1.6403993399999999,2.13769306,2.5667519300000006,2.65144247,0.8669466399999995,1.36424036,1.7932992300000001,1.8779897699999997,0.4972937200000005,0.9263525900000006,1.01104313,0.4290588700000001,0.5137494099999997,0.0846905399999996
94,RY Vel,1.449158,0.8272914999999993,1.6742343000000002,2.2519636999999992,2.633564849999999,2.71942315,0.8469428000000008,1.4246722,1.8062733500000003,1.8921316500000005,0.5777293999999994,0.9593305499999993,1.0451888499999995,0.38160115,0.4674594500000003,0.08585830000000028
95,KQ Sco,1.457818,1.0668702999999993,2.1185772599999995,2.8646063399999995,3.36004377,3.45701783,1.0517069600000002,1.79773604,2.2931734700000006,2.3901475300000006,0.74602908,1.2414665100000004,1.3384405700000002,0.49543743000000046,0.5924114900000004,0.09697405999999992
96,AQ Pup,1.478624,0.8573265999999994,1.76645572,2.275743479999999,2.70902494,2.789290259999999,0.9091291200000003,1.4184168799999997,1.8516983400000004,1.9319636599999996,0.5092877599999993,0.94256922,1.0228345399999992,0.4332814600000007,0.51354678,0.08026531999999928
97,KN Cen,1.531857,0.8199717,1.6784391399999996,2.350081259999999,2.8274840299999995,2.93507837,0.8584674399999994,1.5301095599999992,2.0075123299999995,2.11510667,0.67164212,1.14904489,1.25663923,0.4774027700000002,0.5849971100000002,0.10759434000000001
