,Unnamed: 0,name,logP,B_mag,V_mag,I_mag,J_mag,H_mag,K_mag,plx,EBV
53,53,TWNor,1.032868,13.63,11.701,9.287,7.506,6.694,6.39,11.711016997017266,1.302102576750226
54,54,ZLac,1.036854,9.514,8.414,7.148,6.346,5.827,5.693,11.36206851288647,0.3065298784165641
55,55,XXCen,1.039548,8.803,7.819,6.736,5.991,5.53,5.407,11.042331520324078,0.2343721458898499
56,56,TYSct,1.043507,12.507,10.818,8.825,7.355,6.638,6.429,11.89595055784764,0.906267688112299
57,57,V340Nor,1.052579,9.526,8.371,7.168,6.272,5.732,5.586,11.1664412652367,0.4519774101514553
58,58,AAGem,1.053181,10.809,9.729,8.581,7.734,7.2,7.106,12.720634761167014,0.3526645690370476
59,59,RXAur,1.065337,8.631,7.669,6.59,5.819,5.355,5.269,10.98361415548236,0.2204610139174438
60,60,UUMus,1.065819,10.936,9.794,8.486,7.528,6.989,6.828,12.433232382609928,0.4760814320113524
61,61,RYCas,1.084181,11.321,9.95,8.403,7.175,6.551,6.373,11.896823112034369,0.7181721878573855
62,62,UNor,1.101875,10.841,9.247,7.352,5.931,5.237,4.991,10.574666037511602,0.9070316820258438
63,63,ZSct,1.110645,10.927,9.592,8.055,7.055,6.478,6.323,12.226442294122077,0.4851377992597888
64,64,BNPup,1.135867,11.069,9.882,8.552,7.626,7.076,6.921,12.788919204911467,0.4145348446047566
65,65,TTAql,1.138459,8.436,7.138,5.678,4.772,4.204,4.051,10.072871345899628,0.4013339039567554
66,66,LSPup,1.150646,11.685,10.448,9.074,8.094,7.518,7.353,13.23227817705691,0.4718264110733022
67,67,TXCyg,1.167607,11.363,9.489,7.228,5.462,4.637,4.372,9.997969519686205,1.2193755976783127
68,68,UZSct,1.168739,13.124,11.247,9.184,7.534,6.746,6.534,12.235944074870767,1.0761305040829483
69,69,RWCas,1.170032,10.462,9.233,7.871,6.934,6.367,6.237,12.250423688538692,0.4248533871968289
70,70,VWCen,1.177138,11.586,10.248,8.77,7.654,7.014,6.819,12.645686718721777,0.7027073181983546
71,71,SZCyg,1.179252,10.91,9.432,7.755,6.635,5.961,5.775,11.77941626507364,0.6590408588253458
72,72,SVMon,1.182801,9.31,8.256,7.133,6.345,5.826,5.726,11.773701472036832,0.2745997697882072
73,73,XCyg,1.214482,7.533,6.377,5.223,4.471,3.964,3.838,10.059499113710729,0.244412178527844
74,74,CDCyg,1.232334,10.217,8.948,7.448,6.463,5.89,5.72,11.9314632385857,0.4295753822954883
75,75,YOph,1.233609,7.531,6.166,4.524,3.437,2.869,2.682,8.919633753826371,0.4563607001687372
76,76,SZAql,1.234029,10.033,8.634,7.018,5.955,5.347,5.16,11.376058008028885,0.536109251878568
77,77,CPCep,1.251989,12.223,10.577,8.773,7.457,6.726,6.537,12.651832906000951,0.8400329698818643
78,78,VYCar,1.276818,8.642,7.463,6.28,5.463,4.945,4.806,11.156359923379696,0.2990616795431315
79,79,VXCyg,1.303917,11.769,10.062,8.161,6.816,6.083,5.905,12.25020280080577,0.7810775912580032
80,80,RYSco,1.307927,9.462,8.018,6.255,4.999,4.365,4.143,10.436692647650537,0.6535090782441748
81,81,RZVel,1.309564,8.216,7.09,5.867,4.979,4.46,4.308,10.673705173405876,0.3364760424888712
82,82,WZSgr,1.339443,9.424,8.03,6.497,5.404,4.765,4.568,10.967760656251569,0.6178608460633946
83,83,WZCar,1.361977,10.427,9.266,7.963,7.009,6.456,6.29,12.76384153044638,0.3875413542284345
84,84,VZPup,1.364945,10.793,9.634,8.305,7.373,6.83,6.67,13.22163567071646,0.3019517344530139
85,85,SWVel,1.370016,9.281,8.128,6.844,5.931,5.39,5.231,11.78250303919865,0.3407711037626612
86,86,XPup,1.414321,9.702,8.507,7.107,6.18,5.6,5.431,12.158070902897958,0.3425767530032671
87,87,RYVel,1.449158,9.744,8.371,6.834,5.7,5.123,4.928,11.675188031554532,0.4875857332092298
88,88,KQSco,1.457818,11.747,9.81,7.658,6.025,5.218,4.947,11.544080204997345,1.1049334899197527
89,89,AQPup,1.478624,10.081,8.705,7.14,6.102,5.483,5.299,12.235260552745409,0.4270971689500627
90,90,KNCen,1.531857,11.468,9.856,7.996,6.517,5.756,5.49,12.18949627515709,0.9103934678827568
91,91,UCar,1.58897,7.469,6.292,5.057,4.193,3.67,3.522,10.782760074756943,0.2197584129631549
92,92,RSPup,1.61742,8.442,7.01,5.489,4.44,3.827,3.647,10.97487314490565,0.4057428568561854
93,93,SVVul,1.652569,8.7,7.213,5.67,4.668,4.09,3.93,11.5154976151152,0.2888485691231895
94,94,SVul,1.837426,10.85,8.961,6.941,5.536,4.832,4.6,12.602775885631404,0.6293548668136573
