,Unnamed: 0,index,name,logP,IRSB,EBV,B_mag,V_mag,I_mag,J_mag,H_mag,K_mag
54,54,66,BKAur,0.903222,11.908,0.3751011487657998,10.524,9.457,8.249,7.387,6.885,6.772
55,55,67,SSge,0.923352,9.062,0.06302950879552,6.424,5.617,4.775,4.227,3.846,3.765
56,56,68,FNAql,0.976878,10.667,0.4811778709853323,9.593,8.389,6.947,6.05,5.495,5.356
57,57,69,YZSgr,0.980171,10.301,0.2705242503026454,8.372,7.351,6.214,5.472,5.003,4.903
58,58,70,SMus,0.98498,9.57,0.1156957000903462,6.963,6.136,5.188,4.553,4.127,4.017
59,59,71,SNor,0.989194,9.688,0.1900987877470145,7.375,6.429,5.427,4.729,4.275,4.162
60,60,72,DDCas,0.991759,12.313,0.4501354439928198,11.076,9.879,8.507,7.627,7.068,6.948
61,61,73,betaDor,0.993131,7.523000000000001,0.0208129975587007,4.545,3.743,2.947,2.438,2.029,1.959
62,62,75,BZCyg,1.006127,11.29,0.9265143062927093,11.837,10.221,8.324,6.886,6.155,5.924
63,63,77,ZetaGem,1.006497,7.752000000000001,0.0135445885919639,4.708,3.849,3.117,2.612,2.201,2.131
64,64,78,YSct,1.014575,11.068,0.8130335357634025,11.194,9.632,7.841,6.578,5.896,5.691
65,65,79,TWNor,1.032868,11.711,1.2776121368634454,13.63,11.701,9.287,7.506,6.694,6.39
66,66,80,ZLac,1.036854,11.29,0.3421132756140115,9.514,8.414,7.148,6.346,5.827,5.693
67,67,81,VXPer,1.036883,12.138,0.4473962382062514,10.492,9.299,7.919,6.98,6.437,6.298
68,68,82,XXCen,1.039548,11.079,0.2222444877336087,8.803,7.819,6.736,5.991,5.53,5.407
69,69,83,TYSct,1.043507,11.858,0.9670759997658772,12.507,10.818,8.825,7.355,6.638,6.429
70,70,84,SVPer,1.046469,11.903,0.3333668797433443,10.023,8.977,7.734,6.891,6.355,6.237
71,71,85,V0438Cyg,1.049647,11.207,1.2229086905223436,12.847,10.943,8.639,6.921,6.081,5.789
72,72,87,AAGem,1.053181,12.812,0.3140468227865121,10.809,9.729,8.581,7.734,7.2,7.106
73,73,88,RXAur,1.065337,11.036,0.2140600073786744,8.631,7.669,6.59,5.819,5.355,5.269
74,74,89,UUMus,1.065819,12.573,0.4068638659872338,10.936,9.794,8.486,7.528,6.989,6.828
75,75,90,RYCas,1.084181,12.129,0.6370589023971459,11.321,9.95,8.403,7.175,6.551,6.373
76,76,91,UNor,1.101875,10.709,0.8706143285868243,10.841,9.247,7.352,5.931,5.237,4.991
77,77,93,ZSct,1.110645,12.078,0.5353199873551604,10.927,9.592,8.055,7.055,6.478,6.323
78,78,95,BNPup,1.135867,12.892,0.3955194482415798,11.069,9.882,8.552,7.626,7.076,6.921
79,79,96,TTAql,1.138459,9.91,0.4632138780743379,8.436,7.138,5.678,4.772,4.204,4.051
80,80,97,CYAur,1.141376,13.556,0.8224256609814221,13.446,11.867,9.962,8.708,7.961,7.774
81,81,98,LSPup,1.150646,13.363,0.440416617111817,11.685,10.448,9.074,8.094,7.518,7.353
82,82,99,TXCyg,1.167607,10.258,1.170171115870498,11.363,9.489,7.228,5.462,4.637,4.372
83,83,100,UZSct,1.168739,12.395,1.0696847349484413,13.124,11.247,9.184,7.534,6.746,6.534
84,84,101,RWCas,1.170032,12.287,0.412852627898245,10.462,9.233,7.871,6.934,6.367,6.237
85,85,103,SZCyg,1.179252,11.761,0.6551246073095436,10.91,9.432,7.755,6.635,5.961,5.775
86,86,104,SVMon,1.182801,11.901,0.2327905774125744,9.31,8.256,7.133,6.345,5.826,5.726
87,87,105,XCyg,1.214482,10.085,0.2460597595202809,7.533,6.377,5.223,4.471,3.964,3.838
88,88,106,RWCam,1.215224,11.289,0.5833301737962977,10.034,8.671,7.042,5.93,5.291,5.139
89,89,107,CDCyg,1.232334,11.965,0.4577786522728939,10.217,8.948,7.448,6.463,5.89,5.72
90,90,108,SZAql,1.234029,11.37,0.56034253031258,10.033,8.634,7.018,5.955,5.347,5.16
91,91,110,CPCep,1.251989,12.76,0.7872541913642522,12.223,10.577,8.773,7.457,6.726,6.537
92,92,113,VYCar,1.276818,11.284,0.2611333473068646,8.642,7.463,6.28,5.463,4.945,4.806
93,93,115,VXCyg,1.303917,12.243,0.8233727102680037,11.769,10.062,8.161,6.816,6.083,5.905
94,94,116,RYSco,1.307927,10.637,0.6527845698388072,9.462,8.018,6.255,4.999,4.365,4.143
95,95,117,RZVel,1.309564,10.964,0.2666934686519251,8.216,7.09,5.867,4.979,4.46,4.308
96,96,118,WZSgr,1.339443,11.239,0.5158221914205063,9.424,8.03,6.497,5.404,4.765,4.568
97,97,119,BMPer,1.360896,12.255,0.9505874071776248,12.21,10.401,8.214,6.8,6.012,5.773
98,98,120,WZCar,1.361977,13.122000000000002,0.3102334436318152,10.427,9.266,7.963,7.009,6.456,6.29
99,99,122,SWVel,1.370016,12.076,0.2843975787325475,9.281,8.128,6.844,5.931,5.39,5.231
100,100,123,XPup,1.414321,12.398,0.3295320527405105,9.702,8.507,7.107,6.18,5.6,5.431
101,101,124,TMon,1.431915,10.585,0.194815448184817,7.307,6.128,4.98,4.183,3.652,3.525
102,102,125,RYVel,1.449158,11.987,0.4665544267675382,9.744,8.371,6.834,5.7,5.123,4.928
103,103,126,KQSco,1.457818,11.857,1.0120220968572966,11.747,9.81,7.658,6.025,5.218,4.947
104,104,127,AQPup,1.478624,12.43,0.4495604992403803,10.081,8.705,7.14,6.102,5.483,5.299
105,105,128,KNCen,1.531857,12.863,0.7514494552044466,11.468,9.856,7.996,6.517,5.756,5.49
106,106,129,lCar,1.550816,8.536,0.1940006551740891,5.009,3.729,2.557,1.766,1.212,1.093
107,107,130,UCar,1.58897,11.163,0.1813232246030316,7.469,6.292,5.057,4.193,3.67,3.522
108,108,131,RSPup,1.61742,11.268,0.4059389123105889,8.442,7.01,5.489,4.44,3.827,3.647
