,Unnamed: 0,index,name,logP,IRSB,EBV,B_mag,V_mag,I_mag,J_mag,H_mag,K_mag
94,94,116,RYSco,1.307927,10.537,0.6869704639783388,9.462,8.018,6.255,4.999,4.365,4.143
95,95,117,RZVel,1.309564,10.844,0.3218104817178933,8.216,7.09,5.867,4.979,4.46,4.308
96,96,118,WZSgr,1.339443,11.279,0.5165719098999619,9.424,8.03,6.497,5.404,4.765,4.568
97,97,119,BMPer,1.360896,12.495,0.8289976664410321,12.21,10.401,8.214,6.8,6.012,5.773
98,98,120,WZCar,1.361977,13.022,0.3738363196514133,10.427,9.266,7.963,7.009,6.456,6.29
99,99,122,SWVel,1.370016,12.016,0.3311073705012419,9.281,8.128,6.844,5.931,5.39,5.231
100,100,123,XPup,1.414321,12.458,0.3333038221067208,9.702,8.507,7.107,6.18,5.6,5.431
101,101,124,TMon,1.431915,10.605,0.2003603055298433,7.307,6.128,4.98,4.183,3.652,3.525
102,102,125,RYVel,1.449158,11.807,0.530956490029768,9.744,8.371,6.834,5.7,5.123,4.928
103,103,126,KQSco,1.457818,11.777,1.0227153213734772,11.747,9.81,7.658,6.025,5.218,4.947
104,104,127,AQPup,1.478624,12.49,0.4273405223012217,10.081,8.705,7.14,6.102,5.483,5.299
105,105,128,KNCen,1.531857,12.703,0.8511052231088111,11.468,9.856,7.996,6.517,5.756,5.49
106,106,129,lCar,1.550816,8.636000000000001,0.1642736716788238,5.009,3.729,2.557,1.766,1.212,1.093
107,107,130,UCar,1.58897,11.063,0.2278220742675603,7.469,6.292,5.057,4.193,3.67,3.522
108,108,131,RSPup,1.61742,11.288,0.4035982225779864,8.442,7.01,5.489,4.44,3.827,3.647
