,Unnamed: 0,Unnamed: 0.1,index,name,logP,IRSB,EBV,B_mag,V_mag,I_mag,J_mag,H_mag,K_mag
19,19,19,23,VLac,0.697493,11.061,0.319668642305068,9.816,8.921,7.866,7.121,6.671,6.587
20,20,20,24,V350Sgr,0.712165,9.682,0.2884931873805105,8.382,7.474,6.416,5.712,5.257,5.165
21,21,21,25,V0386Cyg,0.720788,9.719,0.8830909328002416,11.167,9.627,7.742,6.482,5.809,5.587
22,22,22,27,BGLac,0.726883,11.047,0.2761811238902817,9.833,8.881,7.784,7.112,6.658,6.543
23,23,23,28,dCeph,0.729678,7.05,0.0360300112279741,4.612,3.959,3.209,2.748,2.392,2.325
24,24,24,29,V1162Aql,0.730464,10.304,0.209127907587357,8.677,7.789,6.845,6.22,5.807,5.714
25,25,25,30,CVMon,0.730685,10.978,0.7834074816492017,11.596,10.305,8.616,7.404,6.791,6.576
26,26,26,31,SWCas,0.735675,11.315,0.4758801190530622,10.808,9.703,8.387,7.5,6.982,6.859
27,27,27,32,VCen,0.739882,9.201,0.2853319183265492,7.705,6.834,5.796,5.073,4.628,4.509
28,28,28,33,RZGem,0.742669,11.615,0.5191658893483364,11.055,10.006,8.662,7.703,7.164,7.01
29,29,29,34,YSgr,0.761428,8.383000000000001,0.2235003415650946,6.595,5.743,4.797,4.131,3.702,3.612
30,30,30,35,FMCas,0.764123,11.275,0.3360655422487823,10.119,9.128,7.978,7.223,6.746,6.638
31,31,31,36,CSVel,0.771201,12.595,0.7781223133676584,13.049,11.709,10.068,8.84,8.234,8.018
32,32,32,37,MWCyg,0.774852,10.467,0.6733796819395799,10.841,9.483,7.874,6.799,6.209,6.041
33,33,33,38,CRCep,0.794695,10.44,0.7598883832942644,11.048,9.655,7.929,6.754,6.098,5.935
34,34,34,39,RSCas,0.799056,10.637,0.873537449986362,11.423,9.944,8.217,6.884,6.227,6.03
35,35,35,40,XVul,0.800689,9.677,0.72017575179409,10.28,8.835,7.137,6.021,5.426,5.255
36,36,36,41,RRLac,0.807281,11.432,0.2938240195719475,9.753,8.842,7.816,7.058,6.619,6.527
37,37,37,42,XXSgr,0.807815,10.577,0.5260654454190881,9.967,8.856,7.469,6.496,5.961,5.824
38,38,38,43,AWPer,0.810474,9.475,0.4375634041423297,8.533,7.467,6.19,5.308,4.83,4.715
39,39,39,44,BBSgr,0.821971,9.39,0.2901612182613973,7.924,6.94,5.822,5.099,4.639,4.51
40,40,40,45,VCar,0.82586,10.255,0.1732264063006706,8.235,7.368,6.421,5.806,5.387,5.284
41,41,41,47,USgr,0.828997,8.781,0.4054746624230709,7.786,6.69,5.426,4.587,4.093,3.954
42,42,42,48,TWCMa,0.844792,12.046,0.3110988079540775,10.534,9.564,8.419,7.66,7.175,7.069
43,43,43,49,xSgr,0.845893,7.668999999999999,0.1623322877935376,5.311,4.561,3.655,3.016,2.618,2.521
44,44,44,50,UAql,0.846591,8.801000000000002,0.3424458703979586,7.475,6.449,5.259,4.476,4.008,3.89
45,45,45,51,etaAql,0.85593,7.092,0.1057881988977886,4.689,3.904,3.018,2.46,2.066,1.985
46,46,46,53,V0459Cyg,0.860413,11.56,0.7167686151638006,12.035,10.601,8.837,7.715,7.073,6.903
47,47,47,55,CKSct,0.870124,11.358,0.8427072861737542,12.165,10.575,8.778,7.498,6.82,6.652
48,48,48,58,RSOri,0.878917,10.997,0.3069019169629325,9.376,8.414,7.253,6.489,6.018,5.917
49,49,49,60,GHCyg,0.893092,11.668,0.5997087227814764,11.159,9.896,8.43,7.356,6.799,6.638
50,50,50,61,VYCyg,0.895256,11.327,0.5405769783544591,10.822,9.582,8.079,7.102,6.548,6.396
51,51,51,62,RXCam,0.898288,9.566,0.5115594808271726,8.888,7.669,6.223,5.266,4.724,4.599
52,52,52,63,WGem,0.898368,9.875,0.2296819292392733,7.865,6.95,5.901,5.204,4.763,4.693
53,53,53,65,DLCas,0.903126,11.027,0.472031040857853,10.121,8.968,7.575,6.651,6.101,5.949
54,54,54,66,BKAur,0.903222,11.948,0.3852428462711843,10.524,9.457,8.249,7.387,6.885,6.772
55,55,55,67,SSge,0.923352,9.142,0.0726524020898398,6.424,5.617,4.775,4.227,3.846,3.765
56,56,56,68,FNAql,0.976878,10.607,0.4483847243709484,9.593,8.389,6.947,6.05,5.495,5.356
57,57,57,69,YZSgr,0.980171,10.321000000000002,0.2667609579056801,8.372,7.351,6.214,5.472,5.003,4.903
58,58,58,70,SMus,0.98498,9.65,0.1353608609956685,6.963,6.136,5.188,4.553,4.127,4.017
59,59,59,71,SNor,0.989194,9.748,0.201303122008187,7.375,6.429,5.427,4.729,4.275,4.162
60,60,60,72,DDCas,0.991759,12.293,0.4191507790468977,11.076,9.879,8.507,7.627,7.068,6.948
61,61,61,73,betaDor,0.993131,7.623,0.0190046251790056,4.545,3.743,2.947,2.438,2.029,1.959
62,62,62,75,BZCyg,1.006127,11.25,0.9319082797713664,11.837,10.221,8.324,6.886,6.155,5.924
63,63,63,77,ZetaGem,1.006497,7.852,0.0086574822258441,4.708,3.849,3.117,2.612,2.201,2.131
64,64,64,78,YSct,1.014575,10.988,0.7866721381336709,11.194,9.632,7.841,6.578,5.896,5.691
65,65,65,79,TWNor,1.032868,11.551,1.2839353666429267,13.63,11.701,9.287,7.506,6.694,6.39
66,66,66,80,ZLac,1.036854,11.29,0.3228880737808911,9.514,8.414,7.148,6.346,5.827,5.693
67,67,67,81,VXPer,1.036883,11.858,0.4456140883495122,10.492,9.299,7.919,6.98,6.437,6.298
68,68,68,82,XXCen,1.039548,11.139,0.2372099933799159,8.803,7.819,6.736,5.991,5.53,5.407
69,69,69,83,TYSct,1.043507,11.758,0.9677148364111036,12.507,10.818,8.825,7.355,6.638,6.429
70,70,70,84,SVPer,1.046469,11.963,0.3357062787655688,10.023,8.977,7.734,6.891,6.355,6.237
71,71,71,85,V0438Cyg,1.049647,11.107,1.2128395016828415,12.847,10.943,8.639,6.921,6.081,5.789
72,72,72,87,AAGem,1.053181,12.892,0.3229970807410021,10.809,9.729,8.581,7.734,7.2,7.106
73,73,73,88,RXAur,1.065337,11.096,0.244318918679509,8.631,7.669,6.59,5.819,5.355,5.269
74,74,74,89,UUMus,1.065819,12.633,0.4294745181697624,10.936,9.794,8.486,7.528,6.989,6.828
75,75,75,90,RYCas,1.084181,12.169,0.6750524349696659,11.321,9.95,8.403,7.175,6.551,6.373
76,76,76,91,UNor,1.101875,10.669,0.8892215395204781,10.841,9.247,7.352,5.931,5.237,4.991
77,77,77,93,ZSct,1.110645,12.018,0.5112571264594462,10.927,9.592,8.055,7.055,6.478,6.323
78,78,78,95,BNPup,1.135867,12.912,0.3991971415590372,11.069,9.882,8.552,7.626,7.076,6.921
79,79,79,96,TTAql,1.138459,9.87,0.4219553966367569,8.436,7.138,5.678,4.772,4.204,4.051
80,80,80,97,CYAur,1.141376,13.476,0.7681154900823565,13.446,11.867,9.962,8.708,7.961,7.774
81,81,81,98,LSPup,1.150646,13.403,0.4445434574767782,11.685,10.448,9.074,8.094,7.518,7.353
82,82,82,99,TXCyg,1.167607,10.178,1.200100157105654,11.363,9.489,7.228,5.462,4.637,4.372
83,83,83,100,UZSct,1.168739,12.335,1.087720766972891,13.124,11.247,9.184,7.534,6.746,6.534
84,84,84,101,RWCas,1.170032,12.307,0.4067144898474652,10.462,9.233,7.871,6.934,6.367,6.237
85,85,85,103,SZCyg,1.179252,11.721,0.614049361707641,10.91,9.432,7.755,6.635,5.961,5.775
86,86,86,104,SVMon,1.182801,11.981,0.2403929038377833,9.31,8.256,7.133,6.345,5.826,5.726
87,87,87,105,XCyg,1.214482,10.105,0.2253968955688907,7.533,6.377,5.223,4.471,3.964,3.838
88,88,88,106,RWCam,1.215224,11.268999999999998,0.5755044525462008,10.034,8.671,7.042,5.93,5.291,5.139
89,89,89,107,CDCyg,1.232334,11.945,0.4526935654777785,10.217,8.948,7.448,6.463,5.89,5.72
90,90,90,108,SZAql,1.234029,11.31,0.5405872864345486,10.033,8.634,7.018,5.955,5.347,5.16
91,91,91,110,CPCep,1.251989,12.72,0.7676475066654193,12.223,10.577,8.773,7.457,6.726,6.537
92,92,92,113,VYCar,1.276818,11.344,0.2576759489529597,8.642,7.463,6.28,5.463,4.945,4.806
93,93,93,115,VXCyg,1.303917,12.183,0.7954120590319027,11.769,10.062,8.161,6.816,6.083,5.905
94,94,94,116,RYSco,1.307927,10.617,0.6786711685566713,9.462,8.018,6.255,4.999,4.365,4.143
95,95,95,117,RZVel,1.309564,11.024,0.2977905770687514,8.216,7.09,5.867,4.979,4.46,4.308
96,96,96,118,WZSgr,1.339443,11.259,0.5134380241087608,9.424,8.03,6.497,5.404,4.765,4.568
97,97,97,119,BMPer,1.360896,12.115,0.8896472171822045,12.21,10.401,8.214,6.8,6.012,5.773
98,98,98,120,WZCar,1.361977,13.222,0.3431135073398722,10.427,9.266,7.963,7.009,6.456,6.29
99,99,99,122,SWVel,1.370016,12.156,0.3107825632306327,9.281,8.128,6.844,5.931,5.39,5.231
100,100,100,123,XPup,1.414321,12.458,0.3331873587526202,9.702,8.507,7.107,6.18,5.6,5.431
101,101,101,124,TMon,1.431915,10.665,0.1936302491830839,7.307,6.128,4.98,4.183,3.652,3.525
102,102,102,125,RYVel,1.449158,12.007,0.5075773174978038,9.744,8.371,6.834,5.7,5.123,4.928
103,103,103,126,KQSco,1.457818,11.797,1.0160207591209325,11.747,9.81,7.658,6.025,5.218,4.947
104,104,104,127,AQPup,1.478624,12.43,0.4408069792668241,10.081,8.705,7.14,6.102,5.483,5.299
105,105,105,128,KNCen,1.531857,12.943,0.7991690854403486,11.468,9.856,7.996,6.517,5.756,5.49
106,106,106,129,lCar,1.550816,8.596,0.1729887095962274,5.009,3.729,2.557,1.766,1.212,1.093
107,107,107,130,UCar,1.58897,11.243,0.2085269646616759,7.469,6.292,5.057,4.193,3.67,3.522
108,108,108,131,RSPup,1.61742,11.308,0.4056682825182952,8.442,7.01,5.489,4.44,3.827,3.647
